game_id,date,team_id,points,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,min
11028,10/12/22,21,104,37,92,73.9,14,21,66.7,16,51,31.4,7,28,35,25,21,10,14,6,-23,240
11029,10/12/22,40,104,40,98,40.8,13,24,54.2,11,42,26.2,17,37,54,24,22,8,16,6,-7,240
11029,10/12/22,31,111,42,88,54.2,16,22,72.7,11,31,35.5,9,39,48,24,23,6,17,9,7,240
11030,10/12/22,11,131,46,92,50,22,26,84.6,17,42,40.5,15,34,49,32,28,11,14,5,33,240
11030,10/12/22,29,98,32,83,84.6,27,37,73,7,25,28,15,28,43,18,23,6,18,4,-33,240
11031,10/12/22,7,105,40,97,41.2,9,11,81.8,16,39,41,12,37,49,30,30,10,14,8,6,240
11031,10/12/22,1,99,30,88,81.8,27,32,84.4,12,27,44.4,20,40,60,17,16,3,17,8,-6,240
11032,10/12/22,15,109,41,86,47.7,18,24,75,9,30,30,10,39,49,26,26,8,17,6,9,240
11032,10/12/22,24,100,36,97,75,17,22,77.3,11,41,26.8,16,33,49,24,24,5,16,6,-9,240
11033,10/12/22,27,99,35,89,39.3,18,22,81.8,11,35,31.4,8,34,42,17,16,10,12,4,5,240
11033,10/12/22,5,94,38,79,81.8,11,18,61.1,7,26,26.9,8,41,49,21,24,7,24,12,-5,240
11034,10/12/22,20,120,40,85,47.1,24,32,75,16,41,39,8,38,46,27,24,6,16,10,17,240
11034,10/12/22,23,103,35,89,75,26,32,81.3,7,33,21.2,10,34,44,24,29,8,15,4,-17,240
11035,10/12/22,21,97,34,82,41.5,16,21,76.2,13,33,39.4,10,33,43,19,19,11,22,2,-10,240
11035,10/12/22,4,107,43,84,76.2,12,22,54.5,9,30,30,9,32,41,32,19,17,15,8,10,240
11036,10/13/22,17,113,37,83,44.6,29,37,78.4,10,39,25.6,4,48,52,26,23,7,20,5,-5,240
11036,10/13/22,22,118,41,97,78.4,22,30,73.3,14,39,35.9,9,43,52,29,26,10,12,4,5,240
11037,10/13/22,28,104,33,79,41.8,31,35,88.6,7,29,24.1,11,37,48,22,26,12,26,8,-1,240
11037,10/13/22,30,105,36,88,88.6,19,29,65.5,14,39,35.9,8,31,39,24,29,15,23,2,1,240
11038,10/13/22,16,115,40,83,48.2,24,30,80,11,28,39.3,5,33,38,28,24,13,20,8,-11,240
11038,10/13/22,9,126,47,87,80,22,28,78.6,10,23,43.5,8,36,44,28,25,12,21,4,11,240
11039,10/13/22,10,111,40,102,39.2,16,19,84.2,15,52,28.8,16,39,55,23,30,3,19,4,-15,240
11039,10/13/22,19,126,46,101,84.2,27,38,71.1,7,32,21.9,15,36,51,23,17,15,10,6,15,240
11040,10/14/22,31,112,41,88,46.6,25,34,73.5,5,26,19.2,17,36,53,23,24,7,19,5,-6,240
11040,10/14/22,25,118,40,86,73.5,28,35,80,10,34,29.4,8,31,39,24,27,10,12,5,6,240
11041,10/14/22,15,114,42,95,44.2,18,24,75,12,41,29.3,15,23,38,29,20,7,9,8,-8,240
11041,10/14/22,14,122,42,88,75,20,22,90.9,18,39,46.2,13,39,52,20,21,4,19,5,8,240
11042,10/14/22,26,114,39,88,44.3,24,31,77.4,12,39,30.8,16,35,51,21,20,9,15,8,6,240
11042,10/14/22,7,108,35,76,77.4,25,30,83.3,13,30,43.3,5,30,35,19,24,11,14,4,-6,240
11043,10/14/22,38,137,49,107,45.8,32,41,78,7,29,24.1,22,34,56,22,30,7,12,7,3,240
11043,10/14/22,2,134,40,91,78,35,40,87.5,19,54,35.2,13,31,44,24,29,3,20,3,-3,240
11044,10/14/22,24,105,41,96,42.7,15,20,75,8,33,24.2,19,47,66,25,16,6,15,6,16,240
11044,10/14/22,41,89,33,87,75,13,20,65,10,45,22.2,6,34,40,23,21,8,13,13,-16,240
11045,10/15/22,22,102,36,82,43.9,23,34,67.6,7,33,21.2,4,42,46,22,23,10,16,6,-10,240
11045,10/15/22,4,112,37,88,67.6,24,28,85.7,14,35,40,5,41,46,24,29,10,16,4,10,240
11046,10/15/22,23,120,46,94,48.9,18,23,78.3,10,27,37,11,40,51,33,20,7,12,4,9,240
11046,10/15/22,1,111,42,86,78.3,14,21,66.7,13,41,31.7,5,37,42,31,23,7,15,4,-9,240
11047,10/15/22,40,101,41,91,45.1,13,17,76.5,6,26,23.1,12,40,52,25,22,6,36,3,-14,240
11047,10/15/22,8,115,38,85,76.5,22,33,66.7,17,47,36.2,6,30,36,28,23,17,18,8,14,240
11050,10/18/22,2,126,46,82,56.1,22,28,78.6,12,35,34.3,6,30,36,24,24,8,11,3,9,240
11050,10/18/22,27,117,40,80,78.6,24,28,85.7,13,34,38.2,4,27,31,16,25,8,14,3,-9,240
11051,10/19/22,11,123,45,99,45.5,17,23,73.9,16,45,35.6,11,37,48,31,23,11,18,3,14,240
11051,10/19/22,17,109,40,93,73.9,19,25,76,10,40,25,8,39,47,23,18,12,22,4,-14,240
11052,10/19/22,10,113,40,94,42.6,19,24,79.2,14,38,36.8,12,29,41,31,21,11,13,4,4,240
11052,10/19/22,26,109,42,86,79.2,14,19,73.7,11,30,36.7,10,38,48,21,24,5,18,5,-4,240
11053,10/19/22,15,107,39,97,40.2,14,21,66.7,15,42,35.7,12,30,42,21,20,7,15,5,-7,240
11053,10/19/22,41,114,42,91,66.7,19,24,79.2,11,31,35.5,13,39,52,21,19,5,17,10,7,240
11054,10/19/22,1,117,45,90,50,20,24,83.3,7,25,28,4,34,38,30,18,12,9,5,10,240
11054,10/19/22,14,107,42,98,83.3,14,15,93.3,9,35,25.7,15,39,54,25,20,4,16,3,-10,240
11055,10/19/22,4,108,40,89,44.9,18,24,75,10,33,30.3,9,30,39,22,25,10,16,10,-22,240
11055,10/19/22,23,130,50,102,75,18,25,72,12,26,46.2,21,40,61,31,21,9,13,4,22,240
11056,10/19/22,20,108,37,80,46.3,22,28,78.6,12,28,42.9,8,38,46,21,24,6,19,2,-8,240
11056,10/19/22,6,116,41,93,78.6,21,28,75,13,36,36.1,12,34,46,23,26,12,15,6,8,240
11057,10/19/22,38,108,36,86,41.9,23,32,71.9,13,30,43.3,12,29,41,19,23,15,13,4,3,240
11057,10/19/22,7,105,38,77,71.9,19,23,82.6,10,28,35.7,6,32,38,25,21,5,17,5,-3,240
11058,10/19/22,19,115,42,108,38.9,14,23,60.9,17,50,34,20,44,64,27,17,6,14,7,3,240
11058,10/19/22,24,112,44,109,60.9,15,18,83.3,9,37,24.3,18,36,54,28,26,7,12,5,-3,240
11059,10/20/22,22,115,39,94,41.5,27,33,81.8,10,38,26.3,14,41,55,25,21,6,14,5,7,240
11059,10/20/22,25,108,38,99,81.8,18,22,81.8,14,45,31.1,16,41,57,22,26,6,14,6,-7,240
11060,10/20/22,31,102,40,99,40.4,15,21,71.4,7,34,20.6,14,30,44,22,19,8,15,8,-27,240
11060,10/20/22,5,129,48,94,71.4,20,23,87,13,29,44.8,14,37,51,26,20,7,15,10,27,240
11061,10/20/22,40,123,42,83,50.6,23,31,74.2,16,38,42.1,11,32,43,27,21,10,20,1,21,240
11061,10/20/22,9,102,40,83,74.2,17,18,94.4,5,22,22.7,10,25,35,21,23,10,21,3,-21,240
11062,10/20/22,28,107,40,85,47.1,19,22,86.4,8,22,36.4,8,32,40,25,29,4,12,5,2,240
11062,10/20/22,8,105,35,75,86.4,21,34,61.8,14,35,40,5,35,40,17,22,6,12,4,-2,240
11063,10/20/22,30,108,39,85,45.9,13,19,68.4,17,44,38.6,4,37,41,27,25,8,16,5,-7,240
11063,10/20/22,29,115,39,88,68.4,26,33,78.8,11,28,39.3,11,33,44,20,17,11,11,2,7,240
11064,10/20/22,27,88,36,83,43.4,11,13,84.6,5,24,20.8,6,38,44,17,14,6,10,5,-2,240
11064,10/20/22,21,90,34,84,84.6,9,14,64.3,13,42,31,7,41,48,24,16,4,14,6,2,240
11065,10/21/22,17,97,33,94,35.1,22,26,84.6,9,45,20,8,30,38,23,24,12,9,5,-6,240
11065,10/21/22,16,103,37,80,84.6,20,31,64.5,9,29,31,10,48,58,18,24,7,22,7,6,240
11066,10/21/22,5,112,44,97,45.4,11,14,78.6,13,34,38.2,11,26,37,30,24,9,14,4,-12,240
11066,10/21/22,23,124,42,89,78.6,32,37,86.5,8,22,36.4,15,38,53,23,14,9,16,7,12,240
11067,10/21/22,15,134,51,104,49,21,22,95.5,11,35,31.4,14,28,42,32,34,8,16,6,-3,240
11067,10/21/22,31,137,44,81,95.5,32,44,72.7,17,31,54.8,7,30,37,34,22,9,17,4,3,240
11068,10/21/22,41,102,41,80,51.2,10,11,90.9,10,26,38.5,5,34,39,26,22,8,17,8,2,240
11068,10/21/22,6,100,33,79,90.9,27,33,81.8,7,27,25.9,10,28,38,19,15,8,13,3,-2,240
11069,10/21/22,1,108,40,89,44.9,15,16,93.8,13,31,41.9,9,37,46,26,22,10,17,2,10,240
11069,10/21/22,26,98,33,80,93.8,24,30,80,8,34,23.5,10,34,44,16,19,9,19,7,-10,240
11070,10/21/22,4,109,38,80,47.5,20,29,69,13,35,37.1,13,31,44,26,19,3,13,13,4,240
11070,10/21/22,38,105,41,84,69,12,18,66.7,11,28,39.3,8,33,41,25,21,9,15,4,-4,240
11071,10/21/22,20,104,42,92,45.7,12,15,80,8,26,30.8,11,25,36,23,18,8,10,3,-7,240
11071,10/21/22,2,111,41,79,80,15,15,100,14,33,42.4,12,31,43,17,23,4,20,11,7,240
11072,10/21/22,24,130,50,95,52.6,14,22,63.6,16,38,42.1,11,39,50,29,26,4,12,6,24,240
11072,10/21/22,10,106,39,90,63.6,19,32,59.4,9,36,25,13,36,49,26,21,6,15,2,-24,240
11073,10/22/22,14,122,44,93,47.3,18,30,60,16,35,45.7,13,32,45,18,22,4,14,6,-7,240
11073,10/22/22,19,129,45,98,60,20,29,69,19,42,45.2,17,33,50,26,21,8,12,10,7,240
11074,10/22/22,22,126,49,107,45.8,17,23,73.9,11,33,33.3,22,39,61,20,22,5,20,7,-6,240
11074,10/22/22,40,132,49,111,73.9,14,21,66.7,20,50,40,19,35,54,39,23,11,13,8,6,240
11075,10/22/22,11,123,42,88,47.7,24,27,88.9,15,44,34.1,7,28,35,34,23,10,19,3,-5,240
11075,10/22/22,9,128,46,86,88.9,21,25,84,15,34,44.1,12,29,41,30,22,10,20,2,5,240
11076,10/22/22,29,113,36,82,43.9,31,36,86.1,10,29,34.5,13,35,48,14,19,8,21,5,2,240
11076,10/22/22,28,111,43,94,86.1,15,21,71.4,10,27,37,9,32,41,31,29,14,17,1,-2,240
11077,10/22/22,27,105,37,84,44,21,28,75,10,31,32.3,12,28,40,26,15,6,12,5,-9,240
11077,10/22/22,31,114,43,89,75,12,15,80,16,38,42.1,12,31,43,27,20,5,14,7,9,240
11078,10/22/22,15,124,45,103,43.7,18,24,75,16,42,38.1,20,39,59,28,21,7,11,15,9,240
11078,10/22/22,10,115,37,95,75,23,30,76.7,18,42,42.9,17,36,53,26,20,5,14,3,-9,240
11079,10/22/22,26,120,45,95,47.4,15,23,65.2,15,34,44.1,12,36,48,21,24,5,9,7,-6,240
11079,10/22/22,2,126,42,87,65.2,23,28,82.1,19,47,40.4,7,30,37,24,21,5,8,6,6,240
11080,10/23/22,20,112,38,76,50,25,27,92.6,11,30,36.7,6,38,44,28,26,2,16,2,3,240
11080,10/23/22,38,109,37,87,92.6,21,28,75,14,39,35.9,8,29,37,24,25,9,6,5,-3,240
11081,10/23/22,6,96,34,84,40.5,21,25,84,7,29,24.1,10,25,35,19,19,12,10,7,-32,240
11081,10/23/22,7,128,48,85,84,16,18,88.9,16,27,59.3,8,40,48,32,17,4,18,5,32,240
11082,10/23/22,21,125,48,85,56.5,13,21,61.9,16,31,51.6,8,39,47,29,22,6,16,10,20,240
11082,10/23/22,14,105,36,93,61.9,17,22,77.3,16,37,43.2,15,32,47,20,22,9,14,6,-20,240
11083,10/23/22,8,137,45,90,50,30,36,83.3,17,39,43.6,15,37,52,23,24,7,15,7,41,240
11083,10/23/22,19,96,34,79,83.3,19,24,79.2,9,33,27.3,6,23,29,20,29,4,18,8,-41,240
11084,10/23/22,9,122,42,85,49.4,18,31,58.1,20,38,52.6,9,37,46,33,21,5,18,6,5,240
11084,10/23/22,25,117,42,94,58.1,18,23,78.3,15,38,39.5,10,37,47,29,27,10,13,5,-5,240
11085,10/23/22,30,109,40,85,47.1,15,26,57.7,14,35,40,9,30,39,24,21,5,12,5,-2,240
11085,10/23/22,16,111,41,81,57.7,20,22,90.9,9,22,40.9,5,35,40,24,21,8,13,3,2,240
