Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away
2023-24-1202,Brooklyn Nets,Orlando Magic,226.5,2.5,-130,110,230,28,2,1
2023-24-1202,Miami Heat,Indiana Pacers,237.5,4.5,-175,145,273,-15,2,2
2023-24-1202,Chicago Bulls,New Orleans Pelicans,220.5,0.5,-105,-115,242,6,2,1
2023-24-1202,Milwaukee Bucks,Atlanta Hawks,252.5,6.5,-250,205,253,11,2,2
2023-24-1202,Dallas Mavericks,Oklahoma City Thunder,235.5,-5.5,160,-192,246,-6,1,2
2023-24-1202,Phoenix Suns,Memphis Grizzlies,220.5,10.5,-485,370,225,7,1,1
2023-24-1202,Utah Jazz,Portland Trail Blazers,217.5,1.5,-115,-105,231,5,2,2
2023-24-1202,Sacramento Kings,Denver Nuggets,235.5,3.5,-142,120,240,6,3,1
2023-24-1202,Los Angeles Lakers,Houston Rockets,226.5,4.5,-192,160,204,10,2,3
2023-24-1204,Indiana Pacers,Boston Celtics,245.0,-4.5,160,-192,234,10,2,3
2023-24-1204,Sacramento Kings,New Orleans Pelicans,237.5,3.0,-155,130,244,-10,2,2
2023-24-1205,Milwaukee Bucks,New York Knicks,230.5,4.5,-185,154,268,24,3,4
2023-24-1205,Los Angeles Lakers,Phoenix Suns,229.5,4.5,-175,135,209,3,3,3
2023-24-1206,Detroit Pistons,Memphis Grizzlies,218.5,-1.5,-110,-120,218,-14,4,4
2023-24-1206,Cleveland Cavaliers,Orlando Magic,225.5,4.5,-185,154,232,10,4,4
2023-24-1206,Washington Wizards,Philadelphia 76ers,233.5,-6.5,200,-270,257,-5,5,5
2023-24-1206,Toronto Raptors,Miami Heat,219.5,3.5,-155,130,215,-9,5,4
2023-24-1206,Minnesota Timberwolves,San Antonio Spurs,229.5,12.5,-600,440,196,8,4,5
2023-24-1206,Atlanta Hawks,Brooklyn Nets,242.5,3.5,-155,130,227,-1,4,4
2023-24-1206,Houston Rockets,Oklahoma City Thunder,224.5,-1.5,100,-120,211,9,4,4
2023-24-1206,Chicago Bulls,Charlotte Hornets,218.5,5.5,-210,160,211,11,4,4
2023-24-1206,Dallas Mavericks,Utah Jazz,235.0,11.5,-1050,600,244,50,4,4
2023-24-1206,Los Angeles Clippers,Denver Nuggets,229.5,1.0,-115,-105,213,9,4,4
2023-24-1206,Golden State Warriors,Portland Trail Blazers,225.5,12.5,-675,490,216,4,4,4
2023-24-1207,Milwaukee Bucks,Indiana Pacers,258.0,5.0,-205,170,247,-9,2,3
2023-24-1207,Los Angeles Lakers,New Orleans Pelicans,229.5,1.5,-130,110,222,44,2,3
2023-24-1208,Philadelphia 76ers,Atlanta Hawks,234.5,8.5,-355,280,239,11,2,2
2023-24-1208,Charlotte Hornets,Toronto Raptors,223.0,-5.5,170,-205,235,3,2,2
2023-24-1208,Orlando Magic,Detroit Pistons,229.5,10.5,-470,360,214,32,2,2
2023-24-1208,Boston Celtics,New York Knicks,221.5,7.5,-290,235,256,10,4,3
2023-24-1208,Brooklyn Nets,Washington Wizards,239.5,9.0,-455,350,221,27,2,2
2023-24-1208,Memphis Grizzlies,Minnesota Timberwolves,213.5,-5.5,180,-218,230,-24,2,2
2023-24-1208,Miami Heat,Cleveland Cavaliers,222.5,-1.5,102,-122,210,-12,2,2
2023-24-1208,Oklahoma City Thunder,Golden State Warriors,236.5,3.5,-148,124,274,2,2,2
2023-24-1208,San Antonio Spurs,Chicago Bulls,224.5,-1.5,110,-122,233,-9,2,2
2023-24-1208,Phoenix Suns,Sacramento Kings,235.5,-3.5,124,-148,220,-8,3,4
2023-24-1208,Denver Nuggets,Houston Rockets,221.0,8.5,-375,295,220,-8,2,2
2023-24-1208,Portland Trail Blazers,Dallas Mavericks,232.5,-9.5,310,-395,237,-13,2,2
2023-24-1208,Utah Jazz,Los Angeles Clippers,225.5,-8.5,250,-310,220,-14,2,2
2023-24-1209,Los Angeles Lakers,Indiana Pacers,243.5,7.5,-298,220,232,14,2,2
2023-24-1211,Orlando Magic,Cleveland Cavaliers,225.5,1.5,-135,114,198,10,3,3
2023-24-1211,Philadelphia 76ers,Washington Wizards,244.5,13.5,-750,525,247,45,3,3
2023-24-1211,Detroit Pistons,Indiana Pacers,247.5,-7.0,210,-258,254,-8,3,2
2023-24-1211,Charlotte Hornets,Miami Heat,223.0,-4.5,150,-180,230,-2,3,3
2023-24-1211,New York Knicks,Toronto Raptors,221.5,4.5,-180,150,266,6,3,3
2023-24-1211,Atlanta Hawks,Denver Nuggets,242.5,-2.5,120,-142,251,-7,3,3
2023-24-1211,Houston Rockets,San Antonio Spurs,223.5,8.5,-345,275,175,11,3,3
2023-24-1211,Oklahoma City Thunder,Utah Jazz,236.0,13.0,-750,525,254,14,3,3
2023-24-1211,Memphis Grizzlies,Dallas Mavericks,227.5,0.5,-110,-110,233,-7,3,3
2023-24-1211,New Orleans Pelicans,Minnesota Timberwolves,223.0,4.0,-162,136,228,14,4,3
2023-24-1211,Milwaukee Bucks,Chicago Bulls,233.5,11.5,-575,425,262,4,4,3
2023-24-1211,Sacramento Kings,Brooklyn Nets,237.5,4.5,-198,164,249,13,3,3
2023-24-1211,Los Angeles Clippers,Portland Trail Blazers,220.5,14.5,-850,575,259,5,3,3
2023-24-1212,Dallas Mavericks,Los Angeles Lakers,235.5,-3.5,130,-155,252,2,1,3
2023-24-1212,Boston Celtics,Cleveland Cavaliers,226.5,11.5,-550,410,233,7,4,1
2023-24-1212,Chicago Bulls,Denver Nuggets,219.5,-6.5,190,-230,220,-8,1,1
2023-24-1212,Phoenix Suns,Golden State Warriors,229.5,-1.5,-105,-115,235,3,4,4
2023-24-1212,Los Angeles Clippers,Sacramento Kings,237.5,3.5,-166,140,218,20,1,1
2023-24-1213,Washington Wizards,New Orleans Pelicans,239.5,-7.0,225,-278,264,-20,2,2
2023-24-1213,Detroit Pistons,Philadelphia 76ers,233.5,-12.5,440,-600,240,-18,2,2
2023-24-1213,Miami Heat,Charlotte Hornets,222.5,8.0,-305,245,219,11,2,2
2023-24-1213,Toronto Raptors,Atlanta Hawks,240.5,2.5,-130,110,263,7,2,2
2023-24-1213,San Antonio Spurs,Los Angeles Lakers,232.5,-3.5,130,-155,241,-3,2,1
2023-24-1213,Houston Rockets,Memphis Grizzlies,209.5,9.5,-380,300,221,13,2,2
2023-24-1213,Milwaukee Bucks,Indiana Pacers,258.5,6.5,-250,205,266,14,2,2
2023-24-1213,Phoenix Suns,Brooklyn Nets,230.5,4.5,-185,154,228,-4,1,2
2023-24-1213,Utah Jazz,New York Knicks,229.0,-5.5,185,-225,230,4,2,2
2023-24-1214,Boston Celtics,Cleveland Cavaliers,227.5,8.5,-380,300,223,9,2,2
2023-24-1214,Miami Heat,Chicago Bulls,213.5,3.5,-155,130,240,-8,1,2
2023-24-1214,Dallas Mavericks,Minnesota Timberwolves,231.5,-1.5,102,-122,220,-18,2,3
2023-24-1214,Denver Nuggets,Brooklyn Nets,230.5,9.5,-355,280,225,23,2,1
2023-24-1214,Portland Trail Blazers,Utah Jazz,228.5,4.5,-192,160,236,-8,3,1
2023-24-1214,Sacramento Kings,Oklahoma City Thunder,245.5,2.0,-130,110,251,5,2,3
2023-24-1214,Los Angeles Clippers,Golden State Warriors,231.5,2.5,-122,102,234,8,2,2
2023-24-1215,Philadelphia 76ers,Detroit Pistons,234.5,15.5,-1050,675,216,32,2,2
2023-24-1215,Charlotte Hornets,New Orleans Pelicans,233.0,-9.5,330,-425,219,-5,2,2
2023-24-1215,Washington Wizards,Indiana Pacers,260.5,-8.5,260,-325,260,14,2,2
2023-24-1215,Toronto Raptors,Atlanta Hawks,241.5,1.5,-122,102,229,-21,2,2
2023-24-1215,Boston Celtics,Orlando Magic,227.5,6.0,-218,180,239,17,1,4
2023-24-1215,San Antonio Spurs,Los Angeles Lakers,236.5,-4.0,150,-180,244,14,2,2
2023-24-1215,Memphis Grizzlies,Houston Rockets,212.0,-3.0,124,-148,199,-7,2,2
2023-24-1215,Phoenix Suns,New York Knicks,229.5,4.5,-185,154,261,-17,2,2
2023-24-1216,Milwaukee Bucks,Detroit Pistons,240.5,16.5,-1350,800,260,32,3,1
2023-24-1216,Charlotte Hornets,Philadelphia 76ers,228.0,-12.0,490,-675,217,-53,1,1
2023-24-1216,Cleveland Cavaliers,Atlanta Hawks,236.5,3.5,-166,140,246,8,2,1
2023-24-1216,Minnesota Timberwolves,Indiana Pacers,239.5,10.5,-470,360,236,18,2,1
2023-24-1216,Miami Heat,Chicago Bulls,219.5,5.5,-192,160,234,2,2,2
2023-24-1216,Golden State Warriors,Brooklyn Nets,235.5,3.5,-148,124,244,4,2,2
2023-24-1216,Portland Trail Blazers,Dallas Mavericks,232.5,-4.5,150,-180,251,-11,2,2
2023-24-1216,Denver Nuggets,Oklahoma City Thunder,237.5,5.5,-218,180,235,-1,2,2
2023-24-1216,Sacramento Kings,Utah Jazz,235.5,8.5,-325,260,229,21,2,2
2023-24-1216,Los Angeles Clippers,New York Knicks,229.5,6.5,-238,195,266,22,2,1
2023-24-1217,Boston Celtics,Orlando Magic,226.0,9.0,-375,295,211,17,2,2
2023-24-1217,San Antonio Spurs,New Orleans Pelicans,238.5,-8.5,280,-355,256,-36,2,2
2023-24-1217,Milwaukee Bucks,Houston Rockets,231.5,7.5,-278,225,247,9,1,2
2023-24-1217,Phoenix Suns,Washington Wizards,246.5,12.5,-800,550,220,4,2,2
2023-24-1217,Portland Trail Blazers,Golden State Warriors,232.5,-5.5,180,-218,232,-4,1,1
2023-24-1218,Philadelphia 76ers,Chicago Bulls,227.5,10.5,-440,340,212,-4,2,2
2023-24-1218,Indiana Pacers,Los Angeles Clippers,251.5,-3.5,130,-155,278,-24,2,2
2023-24-1218,Cleveland Cavaliers,Houston Rockets,214.5,3.5,-166,140,265,5,2,1
2023-24-1218,Toronto Raptors,Charlotte Hornets,224.5,12.5,-800,550,213,15,3,2
2023-24-1218,Miami Heat,Minnesota Timberwolves,216.5,-1.5,-105,-125,220,-4,2,2
2023-24-1218,Atlanta Hawks,Detroit Pistons,246.5,11.5,-600,440,254,6,2,2
2023-24-1218,Oklahoma City Thunder,Memphis Grizzlies,229.5,10.5,-455,350,213,19,2,3
2023-24-1218,Utah Jazz,Brooklyn Nets,233.5,-3.5,124,-148,233,17,2,2
2023-24-1218,Denver Nuggets,Dallas Mavericks,239.5,8.5,-340,270,234,26,2,2
2023-24-1218,Sacramento Kings,Washington Wizards,252.5,14.5,-850,575,274,12,2,1
2023-24-1218,Los Angeles Lakers,New York Knicks,236.5,5.5,-198,164,223,-5,3,2
2023-24-1219,New Orleans Pelicans,Memphis Grizzlies,229.5,8.5,-340,270,228,-2,2,1
2023-24-1219,Milwaukee Bucks,San Antonio Spurs,249.0,16.5,-1350,800,251,13,2,2
2023-24-1219,Portland Trail Blazers,Phoenix Suns,230.5,-7.5,240,-298,213,5,2,2
2023-24-1219,Golden State Warriors,Boston Celtics,233.5,-4.5,160,-205,258,6,2,2
2023-24-1220,Indiana Pacers,Charlotte Hornets,245.5,10.5,-520,390,257,31,2,2
2023-24-1220,Cleveland Cavaliers,Utah Jazz,226.0,3.0,-155,130,240,8,2,2
2023-24-1220,Orlando Magic,Miami Heat,219.5,5.5,-205,170,221,-9,3,2
2023-24-1220,Philadelphia 76ers,Minnesota Timberwolves,218.5,1.5,-125,-105,240,14,2,2
2023-24-1220,Toronto Raptors,Denver Nuggets,228.5,-3.5,145,-175,217,-9,2,2
2023-24-1220,Brooklyn Nets,New York Knicks,233.0,-1.0,-102,-118,223,-19,2,2
2023-24-1220,Houston Rockets,Atlanta Hawks,232.5,3.0,-142,120,261,-7,2,2
2023-24-1220,Chicago Bulls,Los Angeles Lakers,226.0,-3.5,142,-170,232,16,2,2
2023-24-1220,Dallas Mavericks,Los Angeles Clippers,237.5,-1.5,105,-125,231,-9,2,2
2023-24-1220,Sacramento Kings,Boston Celtics,238.5,4.0,-170,142,263,-25,2,1
2023-24-1221,Detroit Pistons,Utah Jazz,235.5,2.0,-130,110,230,-8,3,1
2023-24-1221,Cleveland Cavaliers,New Orleans Pelicans,224.5,-3.5,140,-166,227,-19,1,2
2023-24-1221,Chicago Bulls,San Antonio Spurs,229.5,6.5,-230,190,209,19,1,2
2023-24-1221,Memphis Grizzlies,Indiana Pacers,247.0,2.0,-130,110,219,13,2,1
2023-24-1221,Oklahoma City Thunder,Los Angeles Clippers,237.5,6.5,-245,200,249,19,3,1
2023-24-1221,Milwaukee Bucks,Orlando Magic,238.5,8.5,-360,285,232,4,2,1
2023-24-1221,Minnesota Timberwolves,Los Angeles Lakers,222.0,8.5,-345,275,229,7,1,1
2023-24-1221,Portland Trail Blazers,Washington Wizards,238.0,4.0,-180,150,235,-1,2,3
2023-24-1222,Philadelphia 76ers,Toronto Raptors,230.0,8.0,-325,260,232,10,2,2
2023-24-1222,Brooklyn Nets,Denver Nuggets,231.0,-4.5,164,-198,239,-5,2,2
2023-24-1222,Miami Heat,Atlanta Hawks,238.5,1.0,-112,-108,235,9,2,2
2023-24-1222,Houston Rockets,Dallas Mavericks,222.5,8.5,-355,280,218,26,2,2
2023-24-1222,Golden State Warriors,Washington Wizards,248.5,9.5,-425,300,247,11,3,1
2023-24-1222,Sacramento Kings,Phoenix Suns,245.0,3.5,-162,136,225,15,2,3
2023-24-1223,New York Knicks,Milwaukee Bucks,244.5,-2.0,114,-135,241,-19,3,2
2023-24-1223,Los Angeles Clippers,Boston Celtics,232.0,-4.5,154,-185,253,-37,2,3
2023-24-1223,Indiana Pacers,Orlando Magic,245.5,2.5,-135,114,227,-7,2,2
2023-24-1223,Charlotte Hornets,Denver Nuggets,224.5,-11.0,425,-575,197,-7,3,1
2023-24-1223,New Orleans Pelicans,Houston Rockets,226.5,7.5,-290,235,210,-2,2,1
2023-24-1223,Atlanta Hawks,Memphis Grizzlies,237.0,1.5,-120,-102,244,-6,1,2
2023-24-1223,Toronto Raptors,Utah Jazz,233.5,5.5,-205,170,245,-7,1,2
2023-24-1223,Brooklyn Nets,Detroit Pistons,232.0,9.5,-440,340,241,11,1,2
2023-24-1223,Chicago Bulls,Cleveland Cavaliers,213.0,6.5,-245,200,204,-14,2,2
2023-24-1223,Oklahoma City Thunder,Los Angeles Lakers,239.0,3.5,-155,130,249,-9,2,2
2023-24-1223,Golden State Warriors,Portland Trail Blazers,231.5,8.0,-360,285,232,20,1,2
2023-24-1223,Dallas Mavericks,San Antonio Spurs,243.0,8.0,-355,280,263,25,1,2
2023-24-1223,Sacramento Kings,Minnesota Timberwolves,232.5,2.5,-135,114,208,-12,1,2
2023-24-1225,New York Knicks,Milwaukee Bucks,241.5,-4.5,135,-175,251,7,2,2
2023-24-1225,Denver Nuggets,Golden State Warriors,235.5,7.5,-280,210,234,6,2,2
2023-24-1225,Los Angeles Lakers,Boston Celtics,235.5,-6.5,180,-238,241,-11,2,2
2023-24-1225,Miami Heat,Philadelphia 76ers,227.5,2.0,-142,120,232,6,3,3
2023-24-1225,Phoenix Suns,Dallas Mavericks,241.5,2.5,-145,114,242,-14,3,2
2023-24-1226,Detroit Pistons,Brooklyn Nets,228.5,-6.5,210,-258,230,-6,3,3
2023-24-1226,Washington Wizards,Orlando Magic,236.0,-7.0,225,-278,246,-8,4,3
2023-24-1226,Chicago Bulls,Atlanta Hawks,237.5,-2.5,114,-135,231,5,3,3
2023-24-1226,San Antonio Spurs,Utah Jazz,241.5,-2.5,130,-155,248,-12,3,3
2023-24-1226,Oklahoma City Thunder,Minnesota Timberwolves,230.5,2.0,-130,110,235,23,3,3
2023-24-1226,New Orleans Pelicans,Memphis Grizzlies,229.0,5.0,-185,154,231,-1,3,3
2023-24-1226,Houston Rockets,Indiana Pacers,240.0,3.0,-142,120,240,-6,3,3
2023-24-1226,Portland Trail Blazers,Sacramento Kings,236.5,-9.0,310,-395,243,17,3,3
2023-24-1226,Los Angeles Clippers,Charlotte Hornets,226.5,11.0,-535,400,217,9,3,3
2023-24-1227,Washington Wizards,Toronto Raptors,241.5,-7.0,215,-265,234,-30,1,4
2023-24-1227,Orlando Magic,Philadelphia 76ers,228.5,2.5,-142,120,204,-20,1,2
2023-24-1227,Brooklyn Nets,Milwaukee Bucks,244.0,-10.0,360,-470,266,-22,1,2
2023-24-1227,Oklahoma City Thunder,New York Knicks,241.0,3.5,-162,136,249,9,1,2
2023-24-1227,Houston Rockets,Phoenix Suns,225.0,-3.0,124,-148,242,-16,1,2
2023-24-1227,Dallas Mavericks,Cleveland Cavaliers,232.0,6.0,-238,195,223,-3,2,4
2023-24-1228,Boston Celtics,Detroit Pistons,233.0,17.0,-1350,800,250,6,3,2
2023-24-1228,Chicago Bulls,Indiana Pacers,239.0,-1.0,-110,-110,224,-16,2,2
2023-24-1228,New Orleans Pelicans,Utah Jazz,239.0,9.0,-410,320,217,7,2,2
2023-24-1228,Minnesota Timberwolves,Dallas Mavericks,228.5,12.0,-625,455,228,8,2,1
2023-24-1228,Denver Nuggets,Memphis Grizzlies,223.0,9.0,-355,280,247,37,3,2
2023-24-1228,Portland Trail Blazers,San Antonio Spurs,232.5,3.0,-162,136,223,-13,2,2
2023-24-1228,Golden State Warriors,Miami Heat,232.0,6.5,-265,215,216,-12,3,3
2023-24-1228,Los Angeles Lakers,Charlotte Hornets,226.5,13.0,-750,525,245,21,3,2
2023-24-1229,Washington Wizards,Brooklyn Nets,241.5,-6.0,195,-238,214,6,2,2
2023-24-1229,Orlando Magic,New York Knicks,226.5,-1.0,-102,-118,225,9,2,2
2023-24-1229,Atlanta Hawks,Sacramento Kings,252.5,-1.0,-102,-118,227,-7,3,3
2023-24-1229,Boston Celtics,Toronto Raptors,228.0,4.5,-192,160,238,2,1,2
2023-24-1229,Cleveland Cavaliers,Milwaukee Bucks,241.0,-5.0,180,-218,230,-8,2,2
2023-24-1229,Houston Rockets,Philadelphia 76ers,224.0,-1.0,-102,-118,258,-4,2,2
2023-24-1229,Denver Nuggets,Oklahoma City Thunder,237.5,1.5,-122,102,212,-26,1,2
2023-24-1229,Phoenix Suns,Charlotte Hornets,231.5,15.5,-1200,750,252,14,2,1
2023-24-1229,Portland Trail Blazers,San Antonio Spurs,233.5,4.0,-180,150,262,6,1,1
2023-24-1229,Los Angeles Clippers,Memphis Grizzlies,230.0,3.5,-166,140,223,11,3,1
2023-24-1230,Utah Jazz,Miami Heat,231.0,-3.0,130,-155,226,8,2,2
2023-24-1230,Detroit Pistons,Toronto Raptors,233.0,-4.0,140,-166,256,2,2,1
2023-24-1230,Indiana Pacers,New York Knicks,249.5,1.5,-125,-105,266,14,2,1
2023-24-1230,Chicago Bulls,Philadelphia 76ers,226.0,1.0,-118,-102,197,13,2,1
2023-24-1230,Minnesota Timberwolves,Los Angeles Lakers,227.5,4.0,-175,145,214,2,2,2
2023-24-1230,Golden State Warriors,Dallas Mavericks,243.0,4.0,-175,145,254,-10,2,2
2023-24-1231,Washington Wizards,Atlanta Hawks,252.0,-6.5,205,-250,256,-4,2,2
2023-24-1231,San Antonio Spurs,Boston Celtics,241.0,-14.5,750,-1200,235,-33,2,2
2023-24-1231,New Orleans Pelicans,Los Angeles Lakers,233.0,5.5,-218,180,238,20,3,1
2023-24-1231,Oklahoma City Thunder,Brooklyn Nets,233.5,7.5,-298,240,232,16,2,2
2023-24-1231,Phoenix Suns,Orlando Magic,232.5,5.5,-230,190,219,5,2,2
2023-24-1231,Memphis Grizzlies,Sacramento Kings,237.0,1.0,-115,-105,215,-31,2,2
2023-24-0101,New York Knicks,Minnesota Timberwolves,223.0,-1.0,-102,-118,218,6,2,2
2023-24-0101,Toronto Raptors,Cleveland Cavaliers,228.0,2.5,-155,130,245,3,2,3
2023-24-0101,Milwaukee Bucks,Indiana Pacers,261.5,8.0,-325,260,235,-9,3,2
2023-24-0101,Houston Rockets,Detroit Pistons,227.5,9.0,-395,310,249,23,3,2
2023-24-0101,Phoenix Suns,Portland Trail Blazers,229.5,9.5,-425,330,197,21,1,3
2023-24-0101,Denver Nuggets,Charlotte Hornets,224.5,16.5,-1650,950,204,18,3,3
2023-24-0101,Utah Jazz,Dallas Mavericks,247.5,-4.5,150,-180,217,37,2,2
2023-24-0101,Los Angeles Clippers,Miami Heat,228.5,8.0,-345,275,225,17,3,2
2023-24-0102,Philadelphia 76ers,Chicago Bulls,223.0,9.5,-440,340,207,13,3,3
2023-24-0102,New Orleans Pelicans,Brooklyn Nets,227.5,5.5,-225,185,197,27,2,2
2023-24-0102,Oklahoma City Thunder,Boston Celtics,240.0,-4.0,142,-170,250,4,2,2
2023-24-0102,Memphis Grizzlies,San Antonio Spurs,237.0,11.0,-625,455,204,8,2,2
2023-24-0102,Golden State Warriors,Orlando Magic,229.5,3.5,-170,142,236,6,3,2
2023-24-0102,Sacramento Kings,Charlotte Hornets,233.5,15.0,-1350,800,215,-7,2,1
2023-24-0103,Indiana Pacers,Milwaukee Bucks,257.5,-3.5,130,-155,272,12,2,2
2023-24-0103,Cleveland Cavaliers,Washington Wizards,240.0,9.0,-395,310,241,39,2,3
2023-24-0103,Atlanta Hawks,Oklahoma City Thunder,248.5,1.0,-118,-102,279,3,3,1
2023-24-0103,Minnesota Timberwolves,New Orleans Pelicans,220.5,6.0,-238,195,223,-11,2,1
2023-24-0103,Memphis Grizzlies,Toronto Raptors,227.5,1.0,-115,-105,227,-5,1,2
2023-24-0103,Houston Rockets,Brooklyn Nets,222.0,4.0,-170,142,213,11,2,1
2023-24-0103,New York Knicks,Chicago Bulls,220.5,8.0,-340,270,216,16,2,1
2023-24-0103,Dallas Mavericks,Portland Trail Blazers,239.0,10.5,-575,425,223,29,2,2
2023-24-0103,Phoenix Suns,Los Angeles Clippers,231.0,-4.0,145,-175,253,-9,2,2
2023-24-0103,Utah Jazz,Detroit Pistons,241.0,8.5,-355,280,302,6,2,2
2023-24-0103,Los Angeles Lakers,Miami Heat,229.0,5.0,-198,164,206,-14,3,2
2023-24-0103,Sacramento Kings,Orlando Magic,231.5,5.5,-205,170,273,3,1,1
2023-24-0104,San Antonio Spurs,Milwaukee Bucks,247.5,-11.0,425,-575,246,-4,2,1
2023-24-0104,Golden State Warriors,Denver Nuggets,235.5,-3.5,130,-166,257,-3,2,3
2023-24-0105,Boston Celtics,Utah Jazz,241.0,14.0,-1100,700,223,29,3,2
2023-24-0105,Indiana Pacers,Atlanta Hawks,262.0,3.0,-142,120,266,34,2,2
2023-24-0105,Philadelphia 76ers,New York Knicks,233.5,5.5,-210,160,220,-36,3,2
2023-24-0105,Brooklyn Nets,Oklahoma City Thunder,234.0,-5.0,160,-192,239,9,2,2
2023-24-0105,Cleveland Cavaliers,Washington Wizards,237.5,10.5,-520,390,204,24,2,2
2023-24-0105,New Orleans Pelicans,Los Angeles Clippers,230.5,1.0,-108,-112,206,-16,2,2
2023-24-0105,Houston Rockets,Minnesota Timberwolves,216.0,-4.0,145,-175,217,-27,2,2
2023-24-0105,Chicago Bulls,Charlotte Hornets,218.0,8.5,-375,295,195,13,2,3
2023-24-0105,Dallas Mavericks,Portland Trail Blazers,234.5,7.0,-285,230,242,36,2,2
2023-24-0105,Phoenix Suns,Miami Heat,227.5,2.5,-130,110,210,16,2,2
2023-24-0105,Denver Nuggets,Orlando Magic,224.0,10.0,-485,370,242,-2,1,2
2023-24-0105,Golden State Warriors,Detroit Pistons,241.0,10.5,-500,380,222,4,1,2
2023-24-0105,Los Angeles Lakers,Memphis Grizzlies,225.5,4.5,-180,140,240,-14,2,2
2023-24-0105,Sacramento Kings,Toronto Raptors,237.5,4.5,-185,154,265,5,2,2
2023-24-0106,Washington Wizards,New York Knicks,239.0,-9.5,330,-425,226,-16,1,1
2023-24-0106,Indiana Pacers,Boston Celtics,250.0,-7.0,220,-270,219,-17,1,1
2023-24-0106,Philadelphia 76ers,Utah Jazz,236.5,6.0,-245,200,229,-11,1,1
2023-24-0106,Houston Rockets,Milwaukee Bucks,237.5,-7.0,220,-270,220,4,1,2
2023-24-0107,Cleveland Cavaliers,San Antonio Spurs,232.0,10.5,-520,390,232,2,2,3
2023-24-0107,Brooklyn Nets,Portland Trail Blazers,226.0,9.5,-410,320,261,-7,2,2
2023-24-0107,Sacramento Kings,New Orleans Pelicans,233.0,4.5,-185,154,233,-33,2,2
2023-24-0107,Orlando Magic,Atlanta Hawks,240.0,-2.5,120,-142,227,7,2,2
2023-24-0107,Dallas Mavericks,Minnesota Timberwolves,234.0,-2.5,114,-135,223,7,2,2
2023-24-0107,Phoenix Suns,Memphis Grizzlies,229.0,8.5,-345,275,236,-6,2,2
2023-24-0107,Denver Nuggets,Detroit Pistons,236.0,15.5,-1650,900,245,17,2,2
2023-24-0107,Golden State Warriors,Toronto Raptors,237.0,2.0,-135,114,251,-15,2,2
2023-24-0107,Los Angeles Lakers,Los Angeles Clippers,232.0,-4.5,164,-198,209,3,2,2
2023-24-0108,Washington Wizards,Oklahoma City Thunder,243.5,-10.5,350,-520,264,-8,2,3
2023-24-0108,Charlotte Hornets,Chicago Bulls,211.5,-8.5,240,-330,231,-7,3,3
2023-24-0108,Indiana Pacers,Boston Celtics,242.5,-1.5,100,-130,264,2,2,2
2023-24-0108,Miami Heat,Houston Rockets,217.5,4.0,-180,150,233,7,3,2
2023-24-0108,Milwaukee Bucks,Utah Jazz,240.5,7.5,-270,200,248,-16,2,2
2023-24-0108,Los Angeles Clippers,Phoenix Suns,231.5,5.5,-220,170,249,27,1,1
2023-24-0109,Orlando Magic,Minnesota Timberwolves,217.5,-5.5,165,-215,205,-21,2,2
2023-24-0109,Detroit Pistons,Sacramento Kings,238.5,-10.5,325,-475,241,-21,2,2
2023-24-0109,New York Knicks,Portland Trail Blazers,229.5,12.5,-810,500,196,28,3,2
2023-24-0109,Dallas Mavericks,Memphis Grizzlies,236.0,10.0,-485,370,223,-17,2,2
2023-24-0109,Los Angeles Lakers,Toronto Raptors,238.0,5.0,-198,164,263,1,2,2
2023-24-0110,Detroit Pistons,San Antonio Spurs,238.5,-3.5,124,-160,238,-22,1,3
2023-24-0110,Charlotte Hornets,Sacramento Kings,229.5,-9.5,325,-475,221,-25,2,1
2023-24-0110,Indiana Pacers,Washington Wizards,252.5,7.5,-315,230,216,8,2,2
2023-24-0110,Boston Celtics,Minnesota Timberwolves,227.5,10.5,-500,340,247,7,2,1
2023-24-0110,Miami Heat,Oklahoma City Thunder,233.5,-4.5,140,-180,248,-8,2,2
2023-24-0110,Atlanta Hawks,Philadelphia 76ers,248.5,1.5,-115,-115,271,7,3,4
2023-24-0110,Chicago Bulls,Houston Rockets,215.5,4.5,-166,130,243,5,2,2
2023-24-0110,Golden State Warriors,New Orleans Pelicans,233.5,-2.5,110,-140,246,-36,3,3
2023-24-0110,Utah Jazz,Denver Nuggets,238.5,-6.5,195,-260,235,13,2,3
2023-24-0110,Los Angeles Clippers,Toronto Raptors,233.5,12.5,-810,500,246,6,2,1
2023-24-0111,Cleveland Cavaliers,Brooklyn Nets,221.5,3.5,-160,124,213,9,4,4
2023-24-0111,Milwaukee Bucks,Boston Celtics,249.5,4.5,-150,120,237,33,3,1
2023-24-0111,Oklahoma City Thunder,Portland Trail Blazers,235.5,11.5,-620,400,216,62,1,2
2023-24-0111,Dallas Mavericks,New York Knicks,234.5,-4.5,154,-200,252,4,2,2
2023-24-0111,Los Angeles Lakers,Phoenix Suns,237.5,-1.5,-105,-125,236,-18,2,3
2023-24-0112,Atlanta Hawks,Indiana Pacers,252.5,6.5,-260,195,234,-18,2,2
2023-24-0112,Detroit Pistons,Houston Rockets,224.5,-9.0,280,-395,222,-2,2,2
2023-24-0112,Philadelphia 76ers,Sacramento Kings,242.0,-1.0,-110,-110,205,19,2,2
