Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,Game_IDs,game_id,date,team_id,points,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,min
2022-11-04,28,29,217.5,12.5,-790,530,214,-2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04,22,21,225.0,-2.0,110,-130,217,-13,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04,17,40,228.5,4.5,-185,150,246,-14,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,26,30,228.5,-4.5,150,-185,249,-3,2,3,11181,11181.0,2022-11-05,26.0,123.0,50.0,92.0,54.3,19.0,20.0,95.0,4.0,23.0,17.4,7.0,41.0,48.0,27.0,26.0,8.0,18.0,4.0,-3.0,240.0
2022-11-05,26,30,228.5,-4.5,150,-185,249,-3,2,3,11181,11181.0,2022-11-05,30.0,126.0,47.0,93.0,95.0,17.0,26.0,65.4,15.0,40.0,37.5,6.0,30.0,36.0,24.0,20.0,5.0,14.0,4.0,3.0,240.0
2022-11-05,5,4,223.0,-3.5,140,-165,192,-4,1,1,11182,11182.0,2022-11-05,5.0,94.0,32.0,86.0,37.2,16.0,23.0,69.6,14.0,42.0,33.3,13.0,37.0,50.0,22.0,21.0,3.0,15.0,6.0,-4.0,240.0
2022-11-05,5,4,223.0,-3.5,140,-165,192,-4,1,1,11182,11182.0,2022-11-05,4.0,98.0,33.0,84.0,69.6,20.0,22.0,90.9,12.0,36.0,33.3,9.0,32.0,41.0,23.0,21.0,8.0,11.0,10.0,4.0,240.0
2022-11-05,24,2,227.5,-4.0,150,-175,251,-15,1,1,11184,11184.0,2022-11-05,24.0,118.0,46.0,90.0,51.1,15.0,16.0,93.8,11.0,27.0,40.7,12.0,32.0,44.0,22.0,14.0,6.0,14.0,4.0,-15.0,240.0
2022-11-05,24,2,227.5,-4.0,150,-175,251,-15,1,1,11184,11184.0,2022-11-05,2.0,133.0,47.0,88.0,93.8,12.0,12.0,100.0,27.0,51.0,52.9,8.0,26.0,34.0,30.0,17.0,5.0,13.0,2.0,15.0,240.0
2022-11-05,1,23,235.0,1.5,-120,100,245,3,3,1,11183,11183.0,2022-11-05,1.0,124.0,47.0,103.0,45.6,21.0,25.0,84.0,9.0,36.0,25.0,12.0,38.0,50.0,28.0,23.0,12.0,13.0,8.0,3.0,240.0
2022-11-05,1,23,235.0,1.5,-120,100,245,3,3,1,11183,11183.0,2022-11-05,23.0,121.0,47.0,108.0,84.0,20.0,28.0,71.4,7.0,23.0,30.4,19.0,40.0,59.0,23.0,24.0,8.0,16.0,6.0,-3.0,240.0
2022-11-05,21,25,222.5,6.5,-240,195,202,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,22,14,234.5,8.0,-325,255,246,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,9,31,235.5,11.5,-600,430,227,25,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,28,29,215.5,11.0,-580,440,184,20,1,1,11179,11179.0,2022-11-05,28.0,106.0,36.0,83.0,43.4,20.0,21.0,95.2,14.0,34.0,41.2,13.0,26.0,39.0,26.0,22.0,8.0,17.0,4.0,-2.0,240.0
2022-11-05,28,29,215.5,11.0,-580,440,184,20,1,1,11179,11179.0,2022-11-05,29.0,108.0,43.0,85.0,95.2,12.0,15.0,80.0,10.0,23.0,43.5,11.0,31.0,42.0,30.0,24.0,6.0,18.0,3.0,2.0,240.0
2022-11-06,17,7,222.5,-5.5,165,-205,214,-14,2,2,11189,11189.0,2022-11-06,17.0,100.0,40.0,87.0,46.0,12.0,21.0,57.1,8.0,27.0,29.6,10.0,33.0,43.0,24.0,26.0,4.0,17.0,4.0,-14.0,240.0
2022-11-06,17,7,222.5,-5.5,165,-205,214,-14,2,2,11189,11189.0,2022-11-06,7.0,114.0,37.0,84.0,57.1,32.0,36.0,88.9,8.0,32.0,25.0,9.0,39.0,48.0,19.0,20.0,7.0,14.0,6.0,14.0,240.0
2022-11-06,38,6,219.5,4.0,-175,150,217,9,2,2,11190,11190.0,2022-11-06,38.0,113.0,44.0,103.0,42.7,15.0,20.0,75.0,10.0,37.0,27.0,23.0,29.0,52.0,28.0,16.0,11.0,9.0,10.0,9.0,240.0
2022-11-06,38,6,219.5,4.0,-175,150,217,9,2,2,11190,11190.0,2022-11-06,6.0,104.0,40.0,88.0,75.0,11.0,13.0,84.6,13.0,36.0,36.1,15.0,31.0,46.0,27.0,20.0,5.0,17.0,10.0,-9.0,240.0
2022-11-06,19,41,224.5,9.5,-410,310,200,6,2,2,11191,11191.0,2022-11-06,19.0,103.0,39.0,91.0,42.9,16.0,20.0,80.0,9.0,29.0,31.0,12.0,38.0,50.0,20.0,17.0,8.0,11.0,2.0,6.0,240.0
2022-11-06,19,41,224.5,9.5,-410,310,200,6,2,2,11191,11191.0,2022-11-06,41.0,97.0,41.0,96.0,80.0,7.0,10.0,70.0,8.0,41.0,19.5,15.0,34.0,49.0,25.0,21.0,5.0,10.0,5.0,-6.0,240.0
2022-11-06,16,40,218.5,3.5,-155,125,212,-8,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,5,41,217.5,2.5,-155,125,208,-8,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,26,14,236.5,0.5,-110,-120,261,-7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,10,25,226.5,-4.5,160,-195,215,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,15,23,239.5,0.5,-110,-120,251,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,27,28,215.5,6.5,-315,245,188,12,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,1,21,224.5,1.5,-125,-105,215,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,20,29,210.5,10.5,-1300,750,217,-3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,6,38,209.5,13.5,-5000,1400,208,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,19,2,225.5,-1.5,105,-135,215,-3,1,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,22,24,228.5,-15.5,1300,-4000,227,-13,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,31,9,243.5,-9.5,700,-1200,224,-6,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,8,4,199.5,3.5,-180,145,190,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,11,30,236.5,-2.5,100,-130,229,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,40,17,262.5,10.5,-775,520,255,23,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07,16,7,231.5,-3.5,135,-165,236,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,26,8,212.5,-8.5,290,-380,181,7,2,2,11210,11210.0,2022-11-09,26.0,94.0,36.0,73.0,49.3,14.0,21.0,66.7,8.0,21.0,38.1,4.0,45.0,49.0,20.0,20.0,1.0,19.0,6.0,7.0,240.0
2022-11-09,26,8,212.5,-8.5,290,-380,181,7,2,2,11210,11210.0,2022-11-09,8.0,87.0,32.0,85.0,66.7,12.0,19.0,63.2,11.0,42.0,26.2,4.0,25.0,29.0,17.0,19.0,14.0,6.0,4.0,-7.0,240.0
2022-11-09,15,9,235.5,-4.5,165,-205,241,-3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,5,29,220.5,0.5,-120,-110,200,-10,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,2,10,226.0,13.0,-850,600,240,16,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,38,14,224.0,10.0,-475,380,225,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,1,40,232.0,4.5,-190,160,244,-6,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,4,24,220.5,3.5,-155,125,197,27,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,25,21,213.0,-1.0,-105,-115,268,-4,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,22,28,221.5,2.5,-130,100,246,-12,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,6,23,233.0,-2.0,110,-130,226,-4,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,31,19,234.0,-6.0,190,-225,246,-2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,30,7,228.0,-4.0,155,-180,247,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09,16,17,218.5,1.5,-135,105,215,13,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10,41,8,209.0,-6.0,190,-225,218,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10,1,27,222.0,1.0,-120,100,199,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10,20,5,212.5,10.5,-570,410,229,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10,23,29,222.5,10.0,-435,350,201,-11,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,26,28,215.0,-7.5,250,-300,211,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,2,9,230.5,4.0,-175,150,243,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,24,10,224.5,9.0,-380,290,233,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,25,38,219.5,-5.0,175,-205,245,19,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,31,21,218.5,1.5,-130,110,204,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,19,22,233.5,4.0,-175,150,217,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,11,7,232.5,3.0,-155,135,207,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11,17,30,233.0,-4.0,145,-170,234,-6,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,16,4,212.0,1.5,-125,-105,205,-15,3,3,11233,11233.0,2022-11-12,16.0,95.0,34.0,85.0,40.0,16.0,20.0,80.0,11.0,30.0,36.7,10.0,36.0,46.0,22.0,17.0,4.0,18.0,6.0,-15.0,240.0
2022-11-12,16,4,212.0,1.5,-125,-105,205,-15,3,3,11233,11233.0,2022-11-12,4.0,110.0,40.0,83.0,80.0,14.0,21.0,66.7,16.0,35.0,45.7,6.0,35.0,41.0,27.0,18.0,9.0,13.0,6.0,15.0,240.0
2022-11-12,41,40,222.5,-3.5,140,-175,233,9,2,3,11234,11234.0,2022-11-12,41.0,121.0,44.0,88.0,50.0,17.0,20.0,85.0,16.0,36.0,44.4,6.0,40.0,46.0,27.0,14.0,6.0,9.0,8.0,9.0,240.0
2022-11-12,41,40,222.5,-3.5,140,-175,233,9,2,3,11234,11234.0,2022-11-12,40.0,112.0,44.0,94.0,85.0,10.0,11.0,90.9,14.0,40.0,35.0,7.0,35.0,42.0,33.0,17.0,4.0,12.0,3.0,-9.0,240.0
2022-11-12,15,38,229.5,3.0,-140,120,222,14,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,10,2,225.5,-8.5,300,-365,225,-9,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,27,1,222.5,3.0,-140,120,230,12,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,20,5,215.5,8.5,-350,270,247,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,23,14,233.0,10.5,-500,400,225,13,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,8,29,218.5,6.5,-255,215,229,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,24,25,226.0,6.0,-230,185,280,-10,2,2,11241,11241.0,2022-11-13,24.0,135.0,48.0,97.0,49.5,29.0,33.0,87.9,10.0,31.0,32.3,13.0,22.0,35.0,25.0,18.0,13.0,13.0,2.0,-10.0,240.0
2022-11-13,24,25,226.0,6.0,-230,185,280,-10,2,2,11241,11241.0,2022-11-13,25.0,145.0,55.0,88.0,87.9,18.0,20.0,90.0,17.0,31.0,54.8,4.0,34.0,38.0,31.0,27.0,9.0,19.0,5.0,10.0,240.0
2022-11-13,41,19,219.5,-1.5,-105,-125,194,10,1,2,11243,11243.0,2022-11-13,41.0,102.0,36.0,86.0,41.9,11.0,21.0,52.4,19.0,40.0,47.5,9.0,38.0,47.0,26.0,15.0,9.0,15.0,6.0,10.0,240.0
2022-11-13,41,19,219.5,-1.5,-105,-125,194,10,1,2,11243,11243.0,2022-11-13,19.0,92.0,38.0,96.0,52.4,7.0,10.0,70.0,9.0,28.0,32.1,14.0,37.0,51.0,21.0,24.0,7.0,17.0,6.0,-10.0,240.0
2022-11-13,7,22,221.0,1.0,-115,-105,253,-5,2,2,11242,11242.0,2022-11-13,7.0,124.0,40.0,89.0,44.9,27.0,39.0,69.2,17.0,34.0,50.0,16.0,24.0,40.0,22.0,22.0,6.0,10.0,1.0,-5.0,240.0
2022-11-13,7,22,221.0,1.0,-115,-105,253,-5,2,2,11242,11242.0,2022-11-13,22.0,129.0,46.0,82.0,69.2,25.0,34.0,73.5,12.0,24.0,50.0,11.0,36.0,47.0,30.0,30.0,5.0,13.0,4.0,5.0,240.0
2022-11-13,27,40,218.0,3.5,-165,140,203,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,6,9,231.0,-1.5,100,-120,229,-23,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,30,11,237.0,-4.0,150,-175,237,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13,17,4,217.0,-5.0,175,-205,219,13,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,26,5,225.0,-1.5,105,-125,217,-7,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,10,38,219.5,-3.5,135,-165,226,-4,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,2,25,229.0,11.5,-730,530,248,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,20,28,216.5,2.5,-140,110,225,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,21,1,225.5,4.0,-170,145,227,-15,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,14,16,220.5,-5.5,165,-205,228,-16,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14,11,31,234.5,9.0,-390,320,227,37,1,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,23,19,225.5,1.5,-125,-105,215,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,8,16,212.0,6.5,-250,210,204,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,40,24,231.5,4.0,-180,155,229,-7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,30,4,226.5,1.5,-130,100,274,32,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15,29,31,226.5,8.5,-350,270,227,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,26,22,225.5,-8.5,290,-380,234,-18,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,41,25,230.0,5.0,-200,170,241,-1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,5,15,237.0,-1.0,-105,-115,238,-12,2,4,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,38,20,216.0,3.0,-150,130,216,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,1,2,235.5,0.5,-115,-115,227,-25,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,21,7,217.5,2.5,-135,105,211,15,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,23,6,226.5,1.5,-125,105,234,14,1,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,8,14,213.5,6.5,-255,205,193,-9,1,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,28,11,227.0,-2.5,120,-140,249,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16,9,24,226.5,2.0,-125,105,209,-3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-17,30,31,237.0,7.0,-275,230,242,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-17,29,4,220.5,3.0,-150,130,216,-2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-17,16,10,219.0,10.5,-560,430,187,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,41,20,216.5,7.5,-305,255,213,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,7,5,217.5,11.5,-690,470,254,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,27,21,215.5,1.5,-130,100,212,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,19,25,230.0,6.5,-230,195,231,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,14,15,236.0,-6.0,195,-230,190,-8,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,6,26,221.0,8.5,-350,290,215,-1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,8,9,211.5,9.5,-410,310,226,28,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,23,2,234.5,-4.5,165,-205,226,-8,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,40,28,232.5,5.5,-185,150,267,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,11,24,235.5,6.5,-255,205,212,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18,17,10,226.0,6.5,-250,200,249,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,1,38,225.5,5.5,-195,160,246,2,3,3,11284,11284.0,2022-11-19,1.0,124.0,46.0,92.0,50.0,25.0,32.0,78.1,7.0,25.0,28.0,11.0,39.0,50.0,23.0,20.0,5.0,15.0,5.0,2.0,240.0
2022-11-19,1,38,225.5,5.5,-195,160,246,2,3,3,11284,11284.0,2022-11-19,38.0,122.0,48.0,108.0,78.1,18.0,22.0,81.8,8.0,37.0,21.6,17.0,34.0,51.0,27.0,25.0,11.0,14.0,6.0,-2.0,240.0
2022-11-19,15,26,228.5,6.5,-240,195,227,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,27,22,218.5,-3.5,135,-165,221,-3,1,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,29,40,228.0,4.0,-175,150,231,-5,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,16,31,221.0,9.0,-360,280,216,22,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,28,24,226.5,6.0,-230,195,211,21,2,2,11289,11289.0,2022-11-20,28.0,116.0,43.0,101.0,42.6,13.0,18.0,72.2,17.0,39.0,43.6,22.0,38.0,60.0,35.0,22.0,3.0,13.0,8.0,21.0,240.0
2022-11-20,28,24,226.5,6.0,-230,195,211,21,2,2,11289,11289.0,2022-11-20,24.0,95.0,34.0,85.0,72.2,20.0,25.0,80.0,7.0,25.0,28.0,10.0,29.0,39.0,20.0,15.0,4.0,11.0,7.0,-21.0,240.0
2022-11-20,41,5,220.5,4.5,-195,160,208,4,2,2,11290,11290.0,2022-11-20,41.0,106.0,40.0,93.0,43.0,13.0,18.0,72.2,13.0,34.0,38.2,14.0,35.0,49.0,19.0,19.0,6.0,17.0,13.0,4.0,240.0
2022-11-20,41,5,220.5,4.5,-195,160,208,4,2,2,11290,11290.0,2022-11-20,5.0,102.0,39.0,100.0,72.2,16.0,23.0,69.6,8.0,32.0,25.0,15.0,36.0,51.0,19.0,18.0,5.0,13.0,5.0,-4.0,240.0
2022-11-20,30,10,233.5,10.5,-540,390,266,8,3,2,11291,11291.0,2022-11-20,30.0,137.0,47.0,85.0,55.3,31.0,35.0,88.6,12.0,35.0,34.3,8.0,33.0,41.0,29.0,18.0,4.0,11.0,0.0,8.0,240.0
2022-11-20,30,10,233.5,10.5,-540,390,266,8,3,2,11291,11291.0,2022-11-20,10.0,129.0,47.0,89.0,88.6,20.0,23.0,87.0,15.0,29.0,51.7,10.0,25.0,35.0,20.0,24.0,4.0,12.0,3.0,-8.0,240.0
2022-11-20,4,19,223.5,7.5,-300,250,242,12,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,7,20,213.5,7.0,-290,230,200,26,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,14,11,232.5,-10.5,380,-520,247,-7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,8,9,217.0,10.0,-520,410,195,-1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20,17,31,228.5,6.5,-230,185,215,31,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,15,26,226.0,7.0,-295,245,225,21,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,7,1,227.5,3.5,-155,135,216,12,1,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,6,2,228.5,-4.5,150,-185,228,14,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,25,24,227.5,1.5,-125,105,248,-10,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,21,29,214.5,9.5,-490,360,230,8,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,23,11,225.5,10.5,-570,410,211,45,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,22,20,221.5,8.5,-400,300,206,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,16,40,222.5,2.5,-135,105,235,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,27,4,217.0,-7.5,245,-315,221,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,19,30,237.5,2.5,-145,115,222,-4,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,9,10,227.5,12.0,-645,480,218,-2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22,28,17,226.5,9.5,-425,320,220,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,5,27,215.5,4.0,-170,145,208,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,7,29,213.5,6.5,-280,220,210,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,15,22,231.5,-3.5,140,-175,216,-14,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,38,4,221.5,-1.5,100,-130,210,-14,4,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,1,30,241.5,4.5,-190,160,221,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,20,41,210.5,4.5,-185,150,218,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,2,8,221.5,5.5,-230,185,237,13,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,21,6,231.5,7.5,-360,280,231,-5,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,25,9,230.0,1.0,-110,-110,257,-5,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,31,23,227.0,-5.5,185,-215,239,-19,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,40,10,234.0,11.5,-700,510,241,-9,2,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23,11,16,223.0,10.0,-475,380,231,17,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,5,22,228.0,-6.5,200,-240,218,2,2,2,11321,11321.0,2022-11-25,5.0,110.0,40.0,89.0,44.9,22.0,32.0,68.8,8.0,25.0,32.0,15.0,40.0,55.0,24.0,18.0,6.0,18.0,4.0,2.0,240.0
2022-11-25,5,22,228.0,-6.5,200,-240,218,2,2,2,11321,11321.0,2022-11-25,22.0,108.0,41.0,96.0,68.8,17.0,18.0,94.4,9.0,41.0,22.0,11.0,34.0,45.0,24.0,27.0,7.0,16.0,9.0,-2.0,240.0
2022-11-25,26,27,217.5,0.5,-120,-110,206,-8,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,24,29,216.5,4.5,-185,150,261,-3,4,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,21,7,215.5,4.0,-170,145,219,15,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,19,23,227.0,2.5,-130,110,243,21,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,14,1,232.5,-7.0,240,-285,250,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,15,4,233.5,-4.0,145,-170,245,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,31,17,235.0,-4.0,155,-180,199,-11,2,3,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,2,30,239.0,7.5,-295,245,226,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,20,41,214.5,2.5,-145,115,217,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,25,6,232.5,-3.0,125,-145,242,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,28,10,222.5,11.5,-775,520,210,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,11,40,239.5,8.0,-325,270,247,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25,16,9,218.5,-4.5,140,-175,218,-10,2,2,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,38,8,214.5,-2.5,125,-145,205,5,3,3,11335,11335.0,2022-11-26,38.0,105.0,38.0,88.0,43.2,21.0,26.0,80.8,8.0,26.0,30.8,17.0,31.0,48.0,20.0,21.0,10.0,13.0,2.0,5.0,240.0
2022-11-26,38,8,214.5,-2.5,125,-145,205,5,3,3,11335,11335.0,2022-11-26,8.0,100.0,35.0,73.0,80.8,19.0,24.0,79.2,11.0,39.0,28.2,4.0,30.0,34.0,28.0,26.0,7.0,16.0,5.0,-5.0,240.0
2022-11-26,31,17,231.0,0.0,-120,100,281,-5,1,1,11331,11331.0,2022-11-26,31.0,94.0,38.0,100.0,38.0,12.0,16.0,75.0,6.0,33.0,18.2,20.0,30.0,50.0,21.0,18.0,11.0,16.0,3.0,-11.0,240.0
2022-11-26,31,17,231.0,0.0,-120,100,281,-5,1,1,11331,11331.0,2022-11-26,17.0,105.0,40.0,83.0,75.0,17.0,20.0,85.0,8.0,27.0,29.6,10.0,39.0,49.0,28.0,16.0,12.0,22.0,5.0,11.0,240.0
2022-11-26,14,25,232.5,-2.5,105,-135,223,13,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,28,40,232.0,6.0,-240,200,225,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27,4,29,223.5,7.5,-325,255,208,14,2,2,11339,11339.0,2022-11-27,4.0,111.0,41.0,78.0,52.6,14.0,18.0,77.8,15.0,35.0,42.9,4.0,34.0,38.0,27.0,24.0,6.0,8.0,2.0,14.0,240.0
2022-11-27,4,29,223.5,7.5,-325,255,208,14,2,2,11339,11339.0,2022-11-27,29.0,97.0,35.0,79.0,77.8,15.0,22.0,68.2,12.0,33.0,36.4,11.0,31.0,42.0,27.0,16.0,4.0,13.0,2.0,-14.0,240.0
