Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away
12/25/22,8,17,232,7.5,-295,245,239,9,2,2
12/25/22,2,21,226.5,5.5,-205,175,257,21,2,2
12/25/22,11,19,234.5,-6.5,195,-240,232,14,4,2
12/25/22,9,28,229.5,4.5,-165,135,253,3,2,2
12/26/22,7,4,219.5,2,-125,105,242,-8,3,3
12/26/22,10,16,222.5,-5.5,185,-215,273,-11,3,3
12/26/22,20,22,222.5,1,-115,-105,223,3,3,3
12/26/22,23,15,234,1.5,-130,110,206,20,3,3
12/26/22,6,14,231.5,7,-260,220,251,-15,3,3
12/26/22,31,40,235.5,-4.5,150,-185,248,4,3,4
12/26/22,29,5,239,5.5,-210,180,237,11,3,3
12/27/22,26,17,237.5,3,-145,125,239,-19,4,2
12/27/22,41,27,225,-4.5,160,-190,227,5,4,2
12/27/22,38,16,218.5,3.5,-165,140,237,-11,4,1
12/27/22,15,1,238.5,-1.5,100,-120,243,15,1,4
12/27/22,2,14,229.5,15,-1400,850,228,24,2,1
12/27/22,19,28,224.5,8,-305,255,233,-17,2,2
12/27/22,25,31,235.5,7,-255,215,244,16,4,1
12/27/22,8,24,216.5,5.5,-215,185,247,5,2,2
12/27/22,11,5,239.5,5.5,-210,180,215,5,2,1
12/27/22,30,9,237.5,-3,130,-150,219,-7,4,2
12/28/22,41,28,220.5,-2,105,-125,229,25,1,1
12/28/22,10,26,228.5,-1,-105,-115,222,20,2,1
12/28/22,1,4,229.5,-7,235,-280,215,-1,1,2
12/28/22,20,17,227.5,9,-410,330,210,14,2,1
12/28/22,6,21,230.5,-3,120,-140,232,6,2,3
12/28/22,23,22,233.5,6.5,-240,200,237,1,2,2
12/28/22,30,9,237.5,3,-155,135,253,1,1,1
12/28/22,11,40,232.5,-4.5,155,-180,219,5,1,2
12/29/22,15,7,230.5,-5.5,165,-205,261,9,2,3
12/29/22,5,25,238,2.5,-135,115,234,8,2,2
12/29/22,2,16,221.5,8.5,-380,290,226,6,2,2
12/29/22,38,19,217.5,-9.5,500,-750,225,-13,2,2
12/29/22,31,24,233.5,1.5,-140,110,237,7,2,2
12/29/22,8,14,224.5,15.5,-1450,800,243,15,2,2
12/30/22,26,41,226.5,-4.5,155,-180,219,-19,2,2
12/30/22,1,17,254.5,8.5,-400,300,251,-9,2,2
12/30/22,38,28,222.5,2,-130,110,217,9,1,2
12/30/22,21,22,229.5,7.5,-285,240,237,9,2,2
12/30/22,6,10,231,7.5,-300,250,250,14,2,2
12/30/22,23,27,230,-1.5,100,-120,243,11,2,3
12/30/22,9,20,224.5,4.5,-190,160,243,5,2,2
12/30/22,11,29,234,-1,-105,-115,230,6,2,4
12/30/22,30,40,242,3.5,-155,135,251,1,2,2
12/31/22,15,16,232,-2.5,125,-145,261,1,2,2
12/31/22,5,4,237.5,-6,200,-240,229,-17,2,3
12/31/22,6,7,224,-1.5,100,-120,205,-1,1,2
12/31/22,14,24,223,-4,145,-170,196,-20,2,2
12/31/22,31,8,231.5,-7,230,-275,251,-1,2,2
12/31/22,22,10,232.5,7.5,-275,230,220,-12,1,1
12/31/22,25,27,225,-2.5,125,-145,211,-19,2,1
12/31/22,19,23,237,6.5,-240,200,217,15,2,1
12/31/22,40,20,225.5,4.5,-180,155,249,-3,1,1
1/1/23,19,30,239.5,4,-170,145,226,10,1,2
1/1/23,9,2,234,-3.5,145,-170,234,12,2,3
1/1/23,21,41,220.5,2.5,-140,120,213,-23,2,2
1/2/23,24,28,219,3,-145,125,185,19,2,3
1/2/23,27,23,228.5,4.5,-190,160,231,9,2,2
1/2/23,5,17,241.5,2,-130,110,236,-6,2,3
1/2/23,7,6,225,4,-170,145,279,11,2,2
1/2/23,15,38,232,-1.5,110,-130,236,8,2,3
1/2/23,4,31,237,12,-800,575,242,36,2,2
1/2/23,22,9,232.5,-3.5,140,-165,235,13,2,1
1/2/23,14,8,227.5,-7,230,-275,217,-5,2,2
1/2/23,11,1,236.5,1.5,-120,100,284,2,3,3
1/2/23,29,10,231.5,9,-410,330,241,29,3,2
1/2/23,16,20,217.5,-1,-105,-115,210,-10,2,2
1/3/23,25,2,228.5,-11,460,-610,267,33,3,2
1/3/23,21,41,232.5,7.5,-295,245,236,10,2,2
1/3/23,40,30,242.5,3.5,-150,130,232,-2,3,2
1/4/23,5,19,236.5,-7.5,250,-300,238,-24,2,3
1/4/23,7,28,216,5.5,-215,185,178,2,2,2
1/4/23,26,25,230,-1,-105,-115,241,11,5,1
1/4/23,27,15,233,5,-200,170,255,3,2,2
1/4/23,24,31,225.5,10.5,-450,360,231,3,2,2
1/4/23,38,21,223,5.5,-210,180,205,-3,2,1
1/4/23,23,14,229,7,-275,230,227,11,2,2
1/4/23,22,29,233.5,-1.5,105,-125,219,7,2,2
1/4/23,6,4,234,-5,170,-200,233,9,2,2
1/4/23,30,1,245,2,-125,105,237,-3,1,2
1/4/23,17,20,223.5,-8.5,285,-345,221,3,2,2
1/4/23,11,10,232,6.5,-260,220,241,-3,2,2
1/5/23,26,19,230,-6.5,205,-255,238,-8,1,1
1/5/23,8,2,228.5,-3.5,130,-160,219,-29,3,2
1/5/23,14,40,232,-7,225,-265,245,-17,1,2
1/5/23,9,16,229.5,4.5,-190,160,213,31,3,3
1/6/23,27,6,234.5,5.5,-215,175,238,-14,2,2
1/6/23,15,29,237.5,-1.5,-110,-120,207,9,2,2
1/6/23,23,4,232,-4.5,160,-190,210,-6,2,2
1/6/23,38,24,214.5,4.5,-185,150,220,-4,2,2
1/6/23,25,41,232,-1,-105,-115,237,17,2,3
1/6/23,31,10,236.5,1.5,-120,100,230,12,2,2
1/6/23,21,5,230,10,-490,360,247,-29,2,2
1/6/23,22,16,224,5.5,-215,185,243,13,2,1
1/6/23,9,7,221.5,4.5,-200,170,229,13,1,2
1/6/23,28,20,212.5,-1.5,-110,-120,200,-8,2,2
1/6/23,17,1,242.5,-3.5,125,-155,244,16,2,2
1/7/23,31,2,234,-15.5,800,-1450,237,-5,1,2
1/7/23,8,23,223.5,6.5,-280,220,244,10,2,1
1/7/23,6,40,239.5,-2.5,120,-140,244,8,1,2
1/7/23,11,26,231.5,6.5,-250,210,216,-14,3,2
1/7/23,30,17,243,7.5,-305,255,270,-2,3,1
1/8/23,10,27,229,-5.5,180,-220,234,-12,2,2
1/8/23,38,29,226.5,3,-160,130,222,12,2,2
1/8/23,15,5,239.5,5.5,-210,170,227,5,2,2
1/8/23,19,40,234.5,5.5,-235,190,241,5,3,1
1/8/23,20,4,223.5,-2,105,-135,203,-1,2,2
1/8/23,25,8,227,4,-175,150,229,11,2,1
1/8/23,14,22,232.5,-3.5,135,-165,200,-8,3,2
1/8/23,28,7,216.5,-5.5,165,-205,210,-14,2,2
1/8/23,16,1,233,2.5,-135,115,220,-4,2,2
1/9/23,41,23,227.5,1.5,-120,100,244,-20,3,2
1/9/23,2,6,236,9,-410,330,206,8,2,2
1/9/23,24,21,218.5,1,-120,-110,218,-4,3,3
1/9/23,19,31,233.5,10.5,-540,390,234,8,1,2
1/9/23,9,17,237,13,-825,550,231,13,3,2
1/9/23,30,26,236.5,6.5,-265,210,247,25,2,2
1/10/23,27,10,225.5,14.5,-1250,800,263,31,2,2
1/10/23,38,5,228.5,7.5,-320,250,252,12,2,2
1/10/23,20,25,221,1.5,-120,100,223,1,2,2
1/10/23,40,7,226.5,-2.5,115,-145,230,2,2,2
1/10/23,29,26,228.5,8.5,-350,270,215,-3,2,1
1/10/23,11,28,230,12,-800,575,238,-12,3,2
1/10/23,16,8,224.5,1.5,-125,-105,214,12,2,2
1/11/23,10,22,233.5,-6.5,215,-255,253,17,1,3
1/11/23,41,6,228,-1,100,-120,197,3,2,2
1/11/23,24,15,226.5,4.5,-205,165,232,6,2,3
1/11/23,1,21,229.5,-4.5,165,-205,219,-9,3,2
1/11/23,2,23,230,9.5,-410,330,239,11,2,2
1/11/23,19,31,241,13.5,-975,675,264,6,2,2
1/11/23,9,28,226.5,14.5,-1200,700,223,29,2,1
1/11/23,30,14,236.5,9.5,-440,330,250,20,2,3
1/12/23,27,25,234,10.5,-460,370,247,-19,2,2
1/12/23,4,2,224.5,-1,-105,-115,207,-11,4,1
1/12/23,38,5,231.5,7.5,-280,220,238,10,2,2
1/12/23,20,21,211.5,5.5,-250,200,210,6,2,1
1/12/23,17,8,237.5,-2.5,110,-140,234,-4,3,2
1/12/23,29,7,223.5,-1.5,-110,-120,232,-6,2,2
1/13/23,15,1,239.5,-3.5,135,-165,224,-2,2,2
1/13/23,10,23,234.5,-5.5,180,-210,226,-6,2,2
1/13/23,41,24,224.5,-5.5,185,-230,220,-4,2,2
1/13/23,31,11,243.5,-8.5,270,-350,257,-31,2,3
1/13/23,6,25,234,4,-175,150,234,-14,2,1
1/13/23,22,28,222.5,6.5,-240,195,237,5,2,2
1/13/23,40,26,233.5,5.5,-200,170,220,4,3,3
1/13/23,16,9,221.5,4.5,-205,165,218,-12,3,2
1/13/23,30,14,239.5,9.5,-425,340,253,25,2,2
1/14/23,20,21,212.5,4.5,-180,155,206,16,2,2
1/14/23,5,2,232.5,-7.5,240,-285,228,-16,2,2
1/14/23,15,19,241.5,-7.5,235,-300,242,-18,1,3
1/14/23,38,1,231.5,7.5,-325,255,217,-11,2,1
1/14/23,22,7,224.5,-4.5,135,-165,212,8,1,2
1/14/23,40,27,231.5,-7.5,225,-285,235,-1,1,2
1/14/23,29,8,225.5,3.5,-155,125,255,17,2,2
1/15/23,10,24,224.5,-8.5,295,-390,221,-13,2,2
1/15/23,16,14,220.5,9.5,-475,350,221,21,2,2
1/15/23,6,11,237.5,-5.5,185,-230,250,14,2,2
1/15/23,4,25,230.5,5.5,-205,165,214,-10,3,2
1/15/23,31,30,244.5,-6.5,205,-255,251,-13,2,2
1/15/23,9,26,234,11,-540,420,235,3,2,2
1/15/23,29,8,223.5,8.5,-390,295,263,17,1,1
1/15/23,17,27,235,-5.5,175,-215,225,-1,3,1
1/16/23,5,2,230,-8.5,295,-360,248,-12,2,2
1/16/23,21,15,228.5,4.5,-215,175,251,13,2,2
1/16/23,7,23,223.5,8.5,-355,275,216,10,2,3
1/16/23,24,38,219.5,1.5,-130,100,244,-2,1,2
1/16/23,41,11,235.5,-3.5,120,-150,245,-9,3,1
1/16/23,1,20,223,1,-120,-110,234,8,2,2
1/16/23,22,40,232.5,4.5,-175,140,251,-1,2,2
1/16/23,19,28,231.5,12.5,-810,540,242,30,2,3
1/16/23,17,14,236.5,6.5,-285,225,272,8,1,1
1/17/23,21,38,221.5,1.5,-120,100,252,8,1,1
1/17/23,31,4,228,-2,115,-135,204,8,2,2
1/17/23,9,29,238.5,5.5,-215,175,235,9,2,2
1/17/23,16,27,224,1,-125,-105,230,-10,2,2
1/18/23,8,1,231.5,3,-145,125,252,-8,3,2
1/18/23,24,41,224.5,5,-200,170,221,-11,2,2
1/18/23,19,7,227,7.5,-280,235,229,1,2,2
1/18/23,23,20,219.5,-3.5,135,-155,222,-26,2,2
1/18/23,25,15,238,4,-170,145,232,20,3,2
1/18/23,14,5,236.5,-2.5,125,-145,239,-5,2,2
1/18/23,40,16,229.5,8,-345,285,229,23,2,1
1/18/23,9,22,241,9,-410,330,240,4,1,2
1/18/23,17,30,244.5,2,-130,110,227,-5,2,3
1/19/23,10,6,236,-7.5,250,-300,234,-18,4,4
1/19/23,2,11,241.5,7,-275,230,239,3,3,3
1/19/23,22,38,233.5,-4,155,-180,254,2,1,2
1/19/23,29,27,235,-1.5,105,-125,200,-10,2,2
1/19/23,28,4,221.5,-4,145,-170,229,5,3,2
1/20/23,26,23,229,-1,-110,-110,233,13,5,2
1/20/23,7,11,219.5,10.5,-500,400,234,-6,2,1
1/20/23,1,24,229.5,3.5,-155,135,263,15,2,2
1/20/23,8,20,218.5,-2,105,-125,205,25,2,2
1/20/23,31,16,231,-7.5,235,-280,257,-5,3,2
1/20/23,40,4,232.5,4.5,-195,165,223,-11,2,1
1/20/23,9,15,236,6,-240,200,245,23,2,2
1/20/23,30,25,244,5,-200,170,231,5,2,2
1/20/23,17,19,244,-7,230,-275,243,1,2,2
1/21/23,38,2,225,-3.5,140,-165,210,-2,2,2
1/21/23,41,26,231.5,6.5,-250,210,256,20,3,1
1/21/23,1,5,235,7.5,-285,240,240,-4,1,3
1/21/23,7,21,218,3,-150,130,216,12,1,4
1/21/23,22,14,240,7.5,-305,255,217,9,2,3
1/21/23,28,15,229,3,-150,130,219,5,2,1
1/21/23,30,27,234.5,5.5,-210,180,256,-2,1,2
1/22/23,8,16,222,2,-130,110,210,-14,2,2
1/22/23,20,23,217.5,7.5,-280,235,196,4,2,2
1/22/23,38,24,223.5,2.5,-140,120,241,9,1,2
1/22/23,9,25,233,3,-155,135,200,-2,2,2
1/22/23,28,19,232,-9,285,-345,222,2,1,2
1/22/23,11,4,236,7.5,-305,255,236,-4,2,2
1/22/23,29,17,239.5,5.5,-230,185,233,-9,3,2
1/23/23,10,21,236.5,-11.5,450,-600,280,-20,4,2
1/23/23,26,2,229,-7.5,255,-305,211,15,2,2
1/23/23,6,1,241,1.5,-120,100,211,11,4,2
1/23/23,14,22,232.5,-6,200,-240,233,5,2,2
1/23/23,40,5,236.5,9,-390,320,222,18,3,2
1/23/23,29,31,240.5,8.5,-350,270,274,20,1,3
1/23/23,30,19,244.5,4,-170,145,233,33,2,1
1/24/23,15,6,234.5,-1.5,-105,-115,226,6,3,1
1/24/23,24,7,220.5,-3,125,-155,208,2,2,3
1/24/23,20,2,214.5,2.5,-145,115,193,3,2,1
1/24/23,23,9,232,-3,125,-155,197,-1,2,2
1/24/23,8,41,224,7,-265,225,253,-1,2,3
1/24/23,28,5,224,7,-285,240,225,31,2,1
1/24/23,17,16,231.5,-4.5,150,-185,248,-18,2,2
1/25/23,26,15,231.5,4.5,-195,165,246,6,2,1
1/25/23,27,4,228,6.5,-280,220,270,4,4,3
1/25/23,23,22,231.5,2.5,-135,105,213,-9,1,2
1/25/23,25,1,237,-1,100,-120,269,-5,3,2
1/25/23,29,40,237.5,4,-165,135,258,10,2,2
1/25/23,11,19,243.5,2.5,-145,125,242,2,3,2
1/25/23,30,38,239,3,-155,125,208,-18,2,3
1/25/23,17,31,243,7.5,-305,240,217,9,1,2
1/26/23,2,24,221,9,-390,295,237,-3,2,2
1/26/23,4,10,235.5,7.5,-325,255,252,-8,1,3
1/26/23,5,6,238.5,-3.5,135,-165,207,15,2,2
1/26/23,14,7,215.5,-8.5,275,-330,208,-18,1,2
1/26/23,28,8,221,1,-115,-105,194,-4,2,2
1/26/23,16,31,234,13,-975,675,238,38,2,1
1/27/23,15,21,239,-6.5,210,-250,272,-10,2,2
1/27/23,22,19,236,-1,-105,-125,211,11,2,2
1/27/23,20,26,218,8.5,-375,285,215,5,3,2
1/27/23,25,7,220.5,1.5,-120,-110,212,12,2,1
1/27/23,11,38,234.5,4.5,-185,150,246,12,2,2
1/28/23,27,9,231.5,3,-145,125,245,7,3,3
1/28/23,4,24,224,1,-115,-105,237,7,2,2
1/28/23,26,6,230.5,-2.5,110,-140,237,-19,1,2
1/28/23,10,14,235,5.5,-215,175,231,-3,2,2
1/28/23,1,16,232.5,1.5,-120,-110,233,-7,3,2
1/28/23,31,28,231.5,-5.5,165,-205,246,-10,2,2
1/28/23,23,41,230.5,5.5,-210,180,216,-10,3,3
1/28/23,22,30,239.5,-1.5,-105,-125,227,7,1,3
1/28/23,2,17,234.5,7.5,-325,255,246,4,2,3
1/28/23,40,8,223.5,6.5,-300,235,208,8,3,2
1/28/23,29,38,231,3,-150,120,228,-18,3,1
1/29/23,5,20,223.5,-5.5,175,-215,239,5,3,2
1/29/23,19,15,242,8,-325,270,212,12,2,2
1/29/23,7,16,215.5,10.5,-550,400,221,23,2,1
1/29/23,21,23,229.5,10.5,-520,410,245,25,2,1
1/30/23,27,26,231,9.5,-475,350,228,-10,2,2
1/30/23,4,17,230.5,8.5,-380,310,225,17,2,2
1/30/23,25,11,242.5,-5,165,-205,248,-8,3,3
1/30/23,31,41,240.5,-5.5,195,-240,233,-21,2,2
1/30/23,22,30,237,1,-115,-115,229,-7,2,2
1/30/23,8,10,231.5,11.5,-600,430,216,6,2,2
1/30/23,28,38,219.5,1.5,-125,105,220,8,2,2
1/30/23,29,1,232.5,4.5,-195,160,254,4,2,2
1/31/23,7,20,211,3.5,-155,135,197,-3,2,2
1/31/23,24,17,231.5,2,-130,110,252,-6,3,1
1/31/23,21,5,244,11.5,-580,440,239,9,2,2
1/31/23,6,16,225.5,-2.5,125,-145,211,-5,3,2
1/31/23,9,23,232.5,6.5,-255,205,235,9,3,2
2/1/23,27,26,230.5,10.5,-500,400,199,11,2,2
2/1/23,19,29,238.5,5.5,-210,180,234,-10,3,2
2/1/23,10,41,237,-7,230,-275,0,0,2,2
2/1/23,2,4,223.5,9,-365,300,235,43,4,2
2/1/23,14,25,230.5,-6,190,-225,218,6,4,2
2/1/23,22,11,240.5,-5.5,180,-210,233,5,2,2
2/1/23,31,30,244.5,-7.5,240,-285,228,-10,2,2
2/1/23,40,38,230.5,2,-130,110,259,3,4,2
2/1/23,28,1,232,1,-115,-105,232,-32,2,2
2/2/23,15,17,240.5,-2.5,120,-140,223,-1,4,2
2/2/23,7,19,222.5,6.5,-240,195,241,15,2,1
2/2/23,24,20,212,-3,130,-150,210,2,2,2
2/2/23,6,5,237.5,6,-245,205,212,16,2,2
2/2/23,8,23,223,5,-205,175,217,5,3,2
2/2/23,9,11,238.5,7,-265,225,251,17,2,1
2/2/23,21,16,230,3.5,-165,140,211,1,2,2
2/3/23,15,30,237,-1,-105,-115,211,3,1,2
2/3/23,10,5,240.5,-1,100,-120,230,6,2,1
2/3/23,41,29,238.5,4.5,-175,150,240,-8,2,2
2/3/23,2,28,220,10,-475,380,200,-12,2,2
2/3/23,14,38,223,-7.5,245,-295,228,-6,2,2
2/3/23,31,27,234,-10.5,410,-520,262,-12,2,2
2/3/23,22,26,228.5,5.5,-200,170,247,-7,2,2
2/3/23,40,1,242,1,-120,100,223,-7,2,2
2/4/23,4,41,223.5,-1,-105,-115,248,2,3,1
2/4/23,23,17,233.5,1.5,-125,105,257,5,2,2
2/4/23,24,16,220.5,-2.5,120,-140,262,-6,2,2
2/4/23,10,28,229,-4.5,160,-190,216,-16,1,1
2/4/23,6,29,235,3,-150,130,250,8,2,1
2/4/23,25,14,231.5,10,-425,340,274,32,3,1
2/4/23,21,20,224,6,-240,200,238,8,2,2
2/4/23,11,8,226,10.5,-540,420,232,6,2,2
2/4/23,9,1,229,10,-475,380,236,20,2,1
2/5/23,5,26,236,2,-135,115,232,-6,2,2
2/5/23,15,7,228,-4,145,-170,225,-19,2,3
2/5/23,19,38,228.5,1,-115,-105,209,-3,3,2
2/5/23,24,27,226.5,-4.5,145,-180,205,11,1,2
2/5/23,22,9,225.5,9,-365,300,226,30,2,1
2/5/23,23,30,228,-2,110,-130,240,32,1,2
2/6/23,10,2,227,-9,310,-380,210,-12,2,3
2/6/23,41,7,221,-3.5,140,-165,205,-23,2,1
2/6/23,4,16,222,-9,340,-425,240,-8,2,2
2/6/23,14,30,239,-7,230,-275,260,-20,2,1
2/6/23,6,31,239.5,9.5,-425,340,232,24,2,3
2/6/23,40,8,222,9.5,-450,360,235,-13,3,2
2/6/23,11,25,232.5,3.5,-155,135,255,27,2,2
2/6/23,29,21,240.5,-4.5,160,-190,235,-19,2,2
2/7/23,26,24,224.5,-1.5,100,-120,200,-4,2,2
2/7/23,23,1,238.5,-1.5,-110,-120,223,9,2,3
2/7/23,4,28,223.5,-7,220,-260,228,-4,1,3
2/7/23,19,6,232,9.5,-460,370,193,15,2,1
2/7/23,9,22,232.5,8,-320,265,258,34,2,2
2/7/23,17,25,239.5,7,-255,215,263,-3,3,1
2/8/23,7,10,217,9,-410,330,198,28,2,2
2/8/23,41,5,235.5,3,-155,135,222,14,2,3
2/8/23,2,27,228,2,-120,100,205,7,2,3
2/8/23,38,31,233,10.5,-560,430,210,14,3,2
2/8/23,20,15,224.5,5.5,-240,195,227,5,4,3
2/8/23,14,30,238,-8,295,-360,258,-2,2,2
2/8/23,40,22,233.5,8.5,-360,295,261,-25,2,1
2/8/23,29,11,234,2.5,-145,125,247,3,2,2
2/8/23,16,8,220,8,-320,265,214,-6,2,2
2/9/23,26,9,230,-5,175,-205,219,11,2,2
2/9/23,4,6,226.5,-2.5,100,-130,221,11,2,2
2/9/23,1,28,226,7.5,-305,255,223,9,2,2
2/9/23,17,21,234,-8,290,-350,221,-9,2,3
2/10/23,15,28,231.5,2.5,-140,120,221,-13,2,1
2/10/23,10,31,235,6,-240,200,269,7,2,2
2/10/23,27,24,222.5,7,-275,230,227,11,2,3
2/10/23,2,5,227,10.5,-520,410,243,11,2,2
2/10/23,38,40,230.5,8.5,-350,290,238,-6,2,2
2/10/23,19,22,231,6.5,-250,210,235,21,3,2
2/10/23,20,14,219.5,12.5,-670,460,192,2,2,2
2/10/23,29,25,240.5,3.5,-140,110,267,-9,2,3
2/10/23,23,7,222,-3,130,-150,225,-11,3,2
2/10/23,30,8,232.5,3.5,-175,140,236,-8,2,2
2/10/23,16,21,228.5,-2.5,120,-140,225,-13,2,1
2/11/23,4,27,223.5,-2,110,-130,199,-3,2,1
2/11/23,41,15,236.5,5.5,-225,190,240,14,3,1
2/11/23,26,20,214,-2,105,-125,210,-4,2,1
2/11/23,5,9,237,-8,295,-360,224,-14,1,2
2/11/23,1,31,241,12.5,-740,540,231,19,2,1
2/11/23,24,40,231,6,-215,185,246,6,1,1
2/11/23,7,6,220.5,6.5,-240,200,186,8,1,2
2/11/23,11,17,235.5,5.5,-205,175,212,-6,3,2
2/11/23,30,8,237,-2,110,-130,261,5,1,1
2/12/23,2,19,226,3.5,-155,135,228,10,2,2
2/12/23,38,10,225,11.5,-610,460,237,1,2,2
2/13/23,5,1,241,-5,180,-210,282,6,2,2
2/13/23,15,40,243,-1,100,-120,240,-6,2,2
2/13/23,27,14,226.5,14,-975,675,227,19,2,3
2/13/23,7,31,225.5,16.5,-1250,800,226,8,2,2
2/13/23,24,4,217.5,3,-155,125,230,18,2,2
2/13/23,20,9,217.5,1,-110,-120,220,-4,2,2
2/13/23,25,23,235,3,-150,130,203,-3,3,3
2/13/23,6,26,225.5,4,-180,155,191,-9,2,2
2/13/23,8,22,231.5,5.5,-215,185,245,-3,2,3
2/13/23,29,17,238.5,1.5,-130,110,242,12,3,2
2/13/23,11,41,233.5,3.5,-170,145,261,9,2,2
2/14/23,38,26,221.5,7.5,-325,270,236,10,2,1
2/14/23,21,2,226.5,9.5,-475,350,256,6,4,2
2/14/23,28,30,234,2.5,-140,120,229,11,4,3
2/14/23,29,41,235.5,-1.5,-115,-115,227,-25,1,1
2/14/23,16,11,229.5,8.5,-390,295,258,10,4,1
2/15/23,5,31,243.5,5.5,-210,180,230,10,2,2
2/15/23,15,6,228.5,3.5,-145,115,230,4,2,2
2/15/23,2,10,227,12,-700,510,236,18,1,3
2/15/23,4,20,210.5,1.5,-120,100,221,11,2,2
2/15/23,27,7,217.5,2,-115,-115,230,6,2,2
2/15/23,1,24,233,4,-170,145,223,-21,2,2
2/15/23,19,40,238,11,-560,430,228,6,3,2
2/15/23,25,14,234.5,9.5,-425,340,229,37,2,2
2/15/23,9,8,228,6,-215,185,227,9,2,2
2/15/23,17,23,235.5,5,-190,160,222,18,2,2
2/16/23,6,21,229.5,-8,275,-330,212,-12,1,2
2/16/23,22,41,233,3.5,-170,145,220,-8,3,2
2/16/23,28,16,222,-1,-105,-115,223,-9,2,2
2/23/23,26,10,228.5,7.5,-325,270,214,2,9,8
2/23/23,15,2,233,-8,275,-330,280,-4,8,8
2/23/23,7,9,223.5,3,-150,130,224,-6,8,8
2/23/23,38,23,227.5,4.5,-190,160,225,5,9,8
2/23/23,27,19,230.5,3.5,-165,135,215,5,8,8
2/23/23,8,31,238.5,14.5,-2100,1000,258,26,8,8
2/23/23,40,25,239,1.5,-120,100,239,1,8,8
2/23/23,30,29,234.5,11.5,-580,440,249,17,9,9
2/23/23,17,11,238,6.5,-255,215,235,13,8,9
2/24/23,41,24,226.5,1.5,-125,105,224,-6,8,9
2/24/23,1,7,228.5,-2.5,110,-140,255,17,9,1
2/24/23,21,20,223.5,5.5,-210,170,227,29,8,9
2/24/23,6,4,221.5,3.5,-155,125,218,44,8,9
2/24/23,22,5,240.5,6.5,-260,220,234,-8,8,9
2/24/23,28,25,227,9,-410,330,239,9,8,1
2/24/23,11,14,230.5,8.5,-360,295,217,15,1,9
2/24/23,16,30,239,6,-245,205,351,-1,8,1
2/25/23,10,38,228.5,-7.5,255,-305,186,-4,2,2
2/25/23,26,15,229.5,2.5,-140,120,229,-13,2,2
2/25/23,5,20,228,-6.5,205,-245,211,5,1,1
2/25/23,24,23,222.5,3.5,-175,140,234,22,1,2
2/25/23,19,9,235.5,3,-145,125,206,18,2,2
2/25/23,27,2,225,-1,-105,-115,217,-3,2,2
2/25/23,40,31,241,10.5,-520,410,220,16,2,2
2/26/23,21,28,231.5,3,-135,115,205,3,2,2
2/26/23,1,4,233.5,6.5,-255,215,256,2,2,2
2/26/23,8,17,236.5,4.5,-190,160,219,-3,3,3
2/26/23,6,41,223,5.5,-210,180,184,20,2,2
2/26/23,7,38,218.5,7.5,-305,255,211,25,2,1
2/26/23,25,30,238.5,-3.5,140,-165,239,-9,2,2
2/26/23,11,22,237,2,-130,110,213,5,2,2
2/26/23,29,14,229.5,9.5,-450,340,245,17,3,2
2/26/23,9,16,236.5,4.5,-180,145,258,10,1,2
2/27/23,5,10,232.5,7,-285,240,223,11,2,2
2/27/23,27,20,217,5.5,-210,180,200,-2,2,2
2/27/23,24,2,224.5,-2,110,-130,203,15,2,2
2/27/23,23,26,230,5,-205,175,194,-8,2,2
2/28/23,4,21,232,-6,205,-245,222,-14,2,2
2/28/23,38,6,219.5,3.5,-165,140,202,6,2,2
2/28/23,1,41,233,7.5,-285,240,235,-3,2,2
2/28/23,19,17,231.5,8.5,-400,300,230,12,3,2
2/28/23,25,30,230,-2.5,120,-140,240,-6,2,2
2/28/23,14,9,232.5,-12.5,550,-750,245,-21,2,2
2/28/23,8,15,236,9,-435,350,246,-2,2,3
2/28/23,40,31,236,10.5,-500,400,196,-8,3,3
2/28/23,16,22,231,6.5,-250,210,209,-7,2,2
2/28/23,11,29,234,6,-210,180,228,18,2,2
3/1/23,5,28,227.5,-10.5,410,-520,196,-14,2,3
3/1/23,10,6,222.5,-6.5,225,-265,232,-2,2,1
3/1/23,24,4,223.5,8,-305,255,260,24,2,1
3/1/23,2,7,218.5,4.5,-210,170,230,4,2,3
3/1/23,20,27,216.5,3.5,-170,145,215,-23,2,2
3/1/23,21,26,229.5,9,-365,300,256,22,1,2
3/1/23,25,17,229,3,-155,135,240,-6,1,1
3/1/23,14,19,232,-11,440,-580,212,-14,1,1
3/1/23,29,23,234.5,3,-150,130,231,-11,1,2
3/2/23,41,38,222.5,-1.5,105,-125,227,11,2,2
3/2/23,8,27,229.5,3,-155,125,259,7,2,1
3/2/23,31,15,234.5,-5.5,170,-210,209,11,2,2
3/2/23,11,16,232,-2.5,120,-140,206,24,2,2
3/3/23,5,26,225,-3,135,-155,223,-11,2,2
3/3/23,1,29,242,8,-325,270,240,18,3,2
3/3/23,2,4,227.5,10,-450,360,220,-10,2,2
3/3/23,25,40,230.5,1.5,-125,105,233,27,2,3
3/3/23,20,24,216.5,1.5,-105,-125,242,-2,2,2
3/3/23,6,28,224.5,-3,125,-155,229,-21,2,2
3/3/23,30,16,240,7,-275,230,255,1,3,1
3/3/23,11,23,230.5,5,-205,175,207,9,1,2
3/3/23,9,19,235,6,-240,200,210,16,3,2
